Gene_name	cluster_number
PCDHB2	13
PCDHB3	13
PCDHB4	13
PCDHB5	13
PCDHB6	13
PCDHB7	13
PCDHB8	13
PCDHB9	13
PCDHG@	13
PCDHGA10	13
PCDHGA11	13
PCDHGA12	13
PCDHGA2	13
PCDHGA3	13
PCDHGA4	13
PCDHGA5	13
PCDHGA6	13
PCDHGA7	13
PCDHGA8	13
PCDHGA9	13
PCDHGB1	13
PCDHGB2	13
PCDHGB3	13
PCDHGB4	13
PCDHGB5	13
PCDHGB6	13
PCDHGB7	13
PCDHGC3	13
PCDHGC4	13
PCDHGC5	13
PCED1A	1
PCED1B	1
PCF11	45
PCGF1	55
PCGF2	55
PCGF3	55
PCGF5	55
PCGF6	55
PCID2	3
PCIF1	22
PCK1	10
PCK2	10
PCLAF	1
PCLO	3
PCM1	1
PCMT1	8
PCMTD1	14
PCMTD2	14
PCNA	7
PCNP	10
PCNT	6
PCNX1	10
PCNX2	10
PCNX3	10
PCNX4	10
PCOLCE	10
PCOLCE2	10
PCOTH	30
PCP2	1
PCP4	16
PCP4L1	16
PCSK1	36
PCSK1N	9
PCSK2	36
PCSK4	36
PCSK5	36
PCSK6	36
PCSK7	36
PCSK9	52
PCTP	60
PCYOX1	54
PCYOX1L	54
PCYT1A	7
PCYT1B	7
PCYT2	7
PDAP1	44
PDC	5
PDCD1	9
PDCD10	10
PDCD11	7
PDCD1LG2	6
PDCD2	7
PDCD2L	15
PDCD4	51
PDCD5	45
PDCD6	7
PDCD6IP	45
PDCD7	48
PDCL	37
PDCL2	3
PDCL3	3
PDE10A	7
PDE11A	7
PDE12	7
PDE1A	7
PDE1B	7
PDE1C	7
PDE2A	7
PDE3A	7
PDE3B	7
PDE4A	7
PDE4B	7
PDE4C	7
PDE4D	7
PDE4DIP	16
PDE5A	7
PDE6A	7
PDE6B	7
PDE6C	7
PDE6D	56
PDE6G	16
PDE6H	16
PDE7A	7
PDE7B	7
PDE8A	7
PDE8B	7
PDE9A	7
PDF	51
PDGFA	6
PDGFB	6
PDGFC	4
PDGFD	4
PDGFRA	7
PDGFRB	7
PDGFRL	6
PDHA1	2
PDHA2	2
PDHB	2
PDHX	2
PDIA2	7
PDIA3	7
PDIA4	7
PDIA5	7
PDIA6	7
PDIK1L	7
PDILT	15
PDK1	2
PDK2	2
PDK3	2
PDK4	2
PDLIM1	6
PDLIM2	6
PDLIM3	4
PDLIM4	10
PDLIM5	20
PDLIM7	20
PDP1	7
PDP2	7
PDPK1	7
PDPN	9
PDPR	2
PDRG1	38
PDS5A	45
PDS5B	45
PDSS1	2
PDSS2	2
PDX1	4
PDXDC1	5
PDXK	3
PDXP	3
PDYN	16
PDZD11	10
PDZD2	10
PDZD3	10
PDZD4	6
PDZD7	10
PDZD8	38
PDZD9	1
PDZK1	10
PDZK1IP1	9
PDZRN3	59
PDZRN4	25
PEA15	1
PEAK1	59
PEAK3	16
PEAR1	24
PEBP1	39
PEBP4	39
PECAM1	6
PECR	7
PEF1	37
PEG10	16
PEG3	43
PELI1	13
PELI2	13
PELI3	13
PELO	7
PELP1	32
PEMT	40
PENK	16
PEPD	3
PER1	4
PER2	4
PER3	4
PERCC1	1
PERM1	16
PERP	16
PES1	7
PET100	6
PET117	9
PEX1	7
PEX10	7
PEX11A	38
PEX11B	43
PEX11G	10
PEX12	37
PEX13	43
PEX14	43
PEX16	46
PEX19	5
PEX2	37
PEX26	1
PEX3	25
PEX5L	2
PEX6	7
PEX7	7
PF4	16
PF4V1	16
PFAS	45
PFDN1	32
PFDN2	7
PFDN4	3
PFDN5	15
PFDN6	3
PFKFB1	3
PFKFB2	3
PFKFB3	3
PFKFB4	3
PFKL	3
PFKM	3
PFKP	3
PFN2	16
PFN3	16
PFN4	40
PGA3	26
PGA4	26
PGA5	26
PGAM1	26
PGAM2	26
PGAM4	26
PGAM5	22
PGAP1	45
PGAP2	43
PGAP3	39
PGAP4	1
PGAP6	48
PGBD1	1
PGBD2	1
PGBD3	1
PGBD4	13
PGBD5	1
PGC	26
PGD	7
PGF	16
PGGHG	10
PGGT1B	7
PGK1	7
PGK2	7
PGLS	7
PGLYRP1	6
PGLYRP2	6
PGLYRP3	6
PGLYRP4	6
PGM1	3
PGM2	36
PGM2L1	36
PGM3	7
PGM5	3
PGP	3
PGPEP1	4
PGPEP1L	32
PGR	4
PGRMC1	2
PGRMC2	2
PGS1	36
PHACTR1	10
PHACTR2	10
PHACTR3	10
PHACTR4	38
PHAX	13
PHB	2
PHB2	2
PHC1	4
PHC2	4
PHC3	4
PHETA1	44
PHETA2	10
PHEX	44
PHF1	38
PHF10	49
PHF11	55
PHF12	45
PHF13	1
PHF14	26
PHF19	38
PHF2	2
PHF20	20
PHF20L1	20
PHF21A	26
PHF21B	2
PHF23	1
PHF24	1
PHF3	5
PHF5A	7
PHF6	55
PHF7	6
PHF8	2
PHGDH	3
PHGR1	30
PHIP	7
PHKA1	38
PHKA2	38
PHKB	38
PHKG1	7
PHKG2	7
PHLDA1	16
PHLDA2	16
PHLDA3	16
PHLDB1	44
PHLDB2	44
PHLDB3	44
PHLPP1	7
PHLPP2	3
PHOSPHO1	8
PHOSPHO2	8
PHOX2A	34
PHOX2B	34
PHPT1	4
PHRF1	49
PHTF1	10
PHTF2	10
PHYH	42
PHYHD1	29
PHYHIP	16
PHYHIPL	16
PHYKPL	3
PI15	59
PI16	59
PI3	9
PI4K2A	45
PI4K2B	49
PI4KA	7
PI4KB	7
PIANP	16
PIAS1	7
PIAS2	7
PIAS3	7
PIAS4	7
PIBF1	56
PICALM	37
PICK1	10
PID1	6
PIDD1	3
PIEZO1	12
PIEZO2	12
PIF1	37
PIFO	1
PIGA	15
PIGB	15
PIGBOS1	16
PIGC	15
PIGF	42
PIGG	15
PIGH	1
PIGK	7
PIGL	15
PIGM	15
PIGN	15
PIGO	15
PIGP	37
PIGQ	15
PIGR	16
PIGS	45
PIGT	26
PIGU	45
PIGV	15
PIGW	26
PIGX	48
PIGZ	20
PIH1D1	56
PIH1D2	58
DNAAF6	56
PIK3AP1	6
PIK3C2A	7
PIK3C2B	7
PIK3C2G	7
PIK3C3	7
PIK3CA	7
PIK3CB	7
PIK3CD	7
PIK3CG	7
PIK3IP1	1
PIK3R1	20
PIK3R2	38
PIK3R3	10
PIK3R4	7
PIK3R5	16
PIK3R6	16
PIKFYVE	7
PILRA	16
PILRB	16
PIM1	7
PIM2	7
PIM3	7
PIMREG	16
PIN1	7
PIN4	10
PINK1	7
PINLYP	16
PINX1	57
PIP	16
PIP4K2A	7
PIP4K2B	7
PIP4K2C	7
PIP4P1	6
PIP4P2	6
PIP5K1A	7
PIP5K1C	7
PIP5KL1	7
PIPOX	14
PIR	52
PIRT	16
PISD	37
PITHD1	15
PITPNA	44
PITPNB	44
PITPNC1	44
PITPNM1	25
PITPNM2	25
PITPNM3	25
PITRM1	7
PITX1	34
PITX2	34
PITX3	34
PIWIL1	23
PIWIL2	23
PIWIL3	23
PIWIL4	23
PJA1	7
PJA2	41
PJVK	1
PKD1	31
PKD1L1	31
PKD1L2	31
PKD1L3	31
PKD2	31
PKD2L1	31
PKD2L2	31
PKDCC	1
PKDREJ	31
PKHD1	17
PKHD1L1	24
PKIA	16
PKIB	16
PKIG	16
PKLR	7
PKM	7
PKMYT1	7
PKN1	7
PKN2	7
PKN3	7
PKNOX1	45
PKNOX2	45
PKP1	28
PKP2	4
PKP3	28
PKP4	28
PLA1A	4
PLA2G10	4
PLA2G12A	13
PLA2G12B	1
PLA2G15	3
PLA2G1B	4
PLA2G2A	4
PLA2G2C	1
PLA2G2D	4
PLA2G2E	4
PLA2G2F	4
PLA2G3	6
PLA2G4A	39
PLA2G4B	39
PLA2G4C	40
PLA2G4D	45
PLA2G4E	39
PLA2G4F	39
PLA2G5	4
PLA2G6	7
PLA2G7	33
PLA2R1	17
PLAA	7
PLAAT1	1
PLAAT2	1
PLAAT3	1
PLAAT4	1
PLAAT5	1
PLAC1	9
PLAC8	1
PLAC8L1	1
PLAC9	16
PLAG1	27
PLAGL1	53
PLAGL2	27
PLAT	22
PLAU	22
PLAUR	16
PLB1	38
PLBD1	35
PLBD2	35
PLCB1	15
PLCB2	15
PLCB3	15
PLCB4	15
PLCD1	15
PLCD3	15
PLCD4	15
PLCE1	15
PLCG1	15
PLCG2	15
PLCH1	15
PLCH2	15
PLCL1	15
PLCL2	15
PLCXD1	17
PLCXD2	17
PLCXD3	17
PLCZ1	15
PLD1	37
PLD2	37
PLD3	13
PLD4	13
PLD5	13
PLD6	1
PLEC	7
PLEK	35
PLEK2	55
PLEKHA1	5
PLEKHA2	5
PLEKHA3	25
PLEKHA4	44
PLEKHA5	57
PLEKHA6	44
PLEKHA7	20
PLEKHA8	26
PLEKHB1	1
PLEKHB2	1
PLEKHD1	4
PLEKHF1	3
PLEKHF2	3
PLEKHG1	20
PLEKHG2	20
PLEKHG3	20
PLEKHG4	20
PLEKHG4B	20
PLEKHG5	34
PLEKHG6	34
PLEKHH1	23
PLEKHH2	23
PLEKHH3	31
PLEKHJ1	4
PLEKHM1	32
PLEKHM2	13
PLEKHM3	32
PLEKHN1	6
PLEKHO1	16
PLEKHO2	16
PLEKHS1	16
PLET1	9
PLG	22
PLGLB1	16
PLGLB2	16
PLGRKT	6
PLIN1	6
PLIN2	4
PLIN3	4
PLIN4	1
PLIN5	4
PLK1	7
PLK2	7
PLK3	7
PLK4	7
PLK5	47
PLLP	1
PLN	16
PLOD1	17
PLOD2	21
PLOD3	21
PLP1	6
PLP2	16
PLPBP	7
PLPP1	3
PLPP2	3
PLPP3	3
PLPP4	3
PLPP5	3
PLPP6	55
PLPP7	55
PLPPR1	25
PLPPR2	32
PLPPR3	4
PLPPR4	34
PLPPR5	25
PLRG1	7
PLS1	57
PLS3	57
PLSCR1	47
PLSCR2	47
PLSCR3	47
PLSCR4	32
PLSCR5	47
PLTP	48
PLVAP	16
PLXDC1	10
PLXDC2	10
PLXNA1	17
PLXNA2	17
PLXNA3	17
PLXNA4	17
PLXNB1	17
PLXNB2	17
PLXNB3	13
PLXNC1	10
PLXND1	17
PM20D1	3
PM20D2	42
PMAIP1	9
PMCH	16
PMEL	16
PMEPA1	16
PMF1	16
PMF1-BGLAP	16
PMFBP1	1
PML	4
PMM1	7
PMM2	7
PMP2	4
PMP22	16
PMPCA	15
PMPCB	7
PMS1	7
PMS2	7
PMVK	10
PNCK	7
PNISR	4
PNKD	7
PNKP	49
PNLDC1	8
PNLIP	4
PNLIPRP1	4
PNLIPRP3	4
PNMA1	16
PNMA2	16
PNMA3	16
PNMA5	16
PNMA6A	16
PNMA6E	4
PNMA6F	16
PNMA8A	9
PNMA8B	9
PNMT	16
PNN	46
PNO1	7
PNOC	16
PNP	36
PNPLA1	51
PNPLA2	51
PNPLA3	51
PNPLA4	51
PNPLA5	51
PNPLA6	36
PNPLA7	36
PNPLA8	28
PNPO	39
PNPT1	14
PNRC1	16
PNRC2	16
POC1A	7
POC1B	7
POC1B-GALNT4	18
POC5	1
PODN	3
PODNL1	7
PODXL	16
PODXL2	16
POF1B	16
POFUT1	10
POFUT2	19
POGK	1
POGLUT1	51
POGLUT2	51
POGLUT3	51
POGZ	10
POLA1	7
POLA2	26
POLB	47
POLD1	7
POLD2	7
POLD3	48
POLD4	42
POLDIP2	21
POLDIP3	44
POLE	7
POLE2	15
POLE3	2
POLE4	26
POLG	43
POLG2	17
POLH	3
POLI	3
POLK	3
POLL	47
POLM	47
POLN	28
POLQ	7
POLR1A	7
POLR1B	7
POLR1C	7
POLR1D	7
POLR1E	40
POLR2A	7
POLR2B	7
POLR2C	7
POLR2D	45
POLR2E	7
POLR2F	7
POLR2G	7
POLR2H	15
POLR2I	7
POLR2J	7
POLR2J2	7
POLR2J3	7
POLR2K	26
POLR2L	15
POLR2M	16
POLR3A	7
POLR3B	7
POLR3C	3
POLR3D	5
POLR3E	47
POLR3F	7
POLR3G	4
POLR3GL	4
POLR3H	7
POLR3K	7
POLRMT	2
POM121	16
POM121C	16
POM121L12	9
POM121L2	16
POMC	16
POMGNT1	21
POMGNT2	32
POMK	48
POMP	46
POMT1	57
POMT2	45
POMZP3	16
PON1	1
PON2	1
PON3	1
POP1	15
POP4	26
POP5	17
POP7	10
POPDC2	6
POPDC3	6
POR	7
PORCN	4
POSTN	31
POT1	48
POTEA	7
POTEB	7
POTEB2	7
POTEB3	7
POTEC	7
POTED	7
POTEE	7
POTEF	7
POTEG	7
POTEH	7
POTEI	7
POTEJ	7
POTEM	7
POU1F1	4
POU2AF1	16
POU2F1	4
POU2F2	4
POU2F3	4
POU3F1	10
POU3F2	4
POU3F3	10
POU3F4	4
POU4F1	10
POU4F2	10
POU4F3	10
POU5F1	4
POU5F1B	4
POU5F2	4
POU6F1	4
POU6F2	4
PP2D1	3
PPA1	7
PPA2	7
PPAN	7
PPAN-P2RY11	7
PPARA	4
PPARD	4
PPARG	4
PPARGC1A	6
PPARGC1B	6
PPAT	3
PPBP	16
PPCDC	7
PPCS	2
PPDPF	16
PPDPFL	16
PPEF1	7
PPEF2	7
PPFIA1	4
PPFIA2	4
PPFIA3	4
PPFIA4	4
PPFIBP1	4
PPFIBP2	10
PPHLN1	16
PPIA	7
PPIAL4A	7
PPIAL4C	7
PPIAL4D	7
PPIAL4E	7
PPIAL4F	7
PPIAL4G	7
PPIAL4H	7
PPIB	7
PPIC	7
PPID	7
PPIE	7
PPIF	7
PPIG	7
PPIH	7
PPIL1	7
PPIL2	7
PPIL3	7
PPIL4	7
PPIL6	7
PPIP5K1	2
PPIP5K2	2
PPL	10
PPM1A	7
PPM1B	7
PPM1D	7
PPM1E	7
PPM1F	7
PPM1G	7
PPM1H	41
PPM1J	41
PPM1K	7
PPM1L	7
PPM1M	3
PPM1N	7
PPME1	3
PPOX	2
PPP1CA	7
PPP1CB	7
PPP1CC	7
PPP1R10	4
PPP1R11	32
PPP1R12A	7
PPP1R12B	7
PPP1R12C	7
PPP1R13B	26
PPP1R13L	41
PPP1R14A	1
PPP1R14B	6
PPP1R14C	1
PPP1R14D	16
PPP1R15A	6
PPP1R15B	16
PPP1R16A	3
PPP1R16B	7
PPP1R17	16
PPP1R18	16
PPP1R1A	16
PPP1R1B	16
PPP1R1C	16
PPP1R2	10
PPP1R21	1
PPP1R26	16
PPP1R27	7
PPP1R2B	10
PPP1R2C	4
PPP1R32	1
PPP1R35	16
PPP1R36	4
PPP1R37	8
PPP1R3A	43
PPP1R3B	43
PPP1R3C	43
PPP1R3D	43
PPP1R3E	43
PPP1R3F	4
PPP1R3G	4
PPP1R42	7
PPP1R7	7
PPP1R8	41
PPP1R9A	38
PPP1R9B	10
PPP2CA	7
PPP2CB	7
PPP2R1A	7
PPP2R1B	7
PPP2R2A	3
PPP2R2B	3
PPP2R2C	3
PPP2R2D	3
PPP2R3A	8
PPP2R3B	8
PPP2R3C	8
PPP2R5A	26
PPP2R5B	26
PPP2R5C	26
PPP2R5D	26
PPP2R5E	26
PPP3CA	7
PPP3CB	7
PPP3CC	7
PPP3R1	7
PPP3R2	7
PPP4C	7
PPP4R1	3
PPP4R2	32
PPP4R3A	3
PPP4R3B	3
PPP4R3C	3
PPP4R4	60
PPP5C	7
PPP5D1	5
PPP6C	7
PPP6R1	53
PPP6R2	53
PPP6R3	53
PPRC1	4
PPT1	5
PPT2	5
PPTC7	3
PPWD1	7
PPY	16
PQBP1	28
PRAC1	30
PRAC2	30
PRADC1	10
PRAF2	6
PRAG1	4
PRAM1	16
PRAME	16
PRAMEF1	16
PRAMEF10	16
PRAMEF11	16
PRAMEF12	16
PRAMEF13	16
PRAMEF14	16
PRAMEF15	16
PRAMEF17	16
PRAMEF18	16
PRAMEF19	16
PRAMEF2	16
PRAMEF20	16
PRAMEF22	16
PRAMEF25	16
PRAMEF26	16
PRAMEF27	16
PRAMEF33	16
PRAMEF4	16
PRAMEF5	16
PRAMEF6	16
PRAMEF7	16
PRAMEF8	16
PRAMEF9	16
PRAP1	9
PRB2	30
PRB3	30
PRB4	30
PRC1	57
PRCC	4
PRCD	9
PRCP	23
PRDM1	27
PRDM10	27
PRDM11	4
PRDM12	53
PRDM13	53
PRDM14	27
PRDM16	27
PRDM2	53
PRDM4	27
PRDM5	27
PRDM6	53
PRDM7	4
PRDM8	4
PRDM9	27
PRDX1	7
PRDX2	7
PRDX3	7
PRDX4	7
PRDX5	26
PRDX6	7
PREB	5
PRELID1	57
PRELID2	1
PRELID3A	57
PRELID3B	57
PRELP	3
PREP	8
PREPL	8
PREX1	20
PREX2	20
PRF1	16
PRG2	1
PRG3	1
PRG4	4
PRH1	30
PRH1-TAS2R14	9
PRH2	30
PRICKLE1	34
PRICKLE2	34
PRICKLE3	34
PRICKLE4	34
PRIM1	7
PRIM2	7
PRIMA1	16
PRIMPOL	8
PRKAA1	7
PRKAA2	7
PRKAB1	2
PRKAB2	2
PRKACA	7
PRKACB	7
PRKACG	7
PRKAG1	2
PRKAG2	2
PRKAG3	2
PRKAR1A	7
PRKAR1B	7
PRKAR2A	7
PRKAR2B	7
PRKCA	7
PRKCB	7
PRKCD	7
PRKCE	7
PRKCG	7
PRKCH	7
PRKCI	7
PRKCQ	7
PRKCSH	3
PRKCZ	7
PRKD1	7
PRKD2	7
PRKDC	7
PRKG1	7
PRKG2	7
PRKN	7
PRKRA	6
PRKRIP1	38
PRKX	7
PRL	16
PRLH	16
PRLHR	4
PRLR	16
PRM1	30
PRM2	30
PRM3	9
PRMT1	15
PRMT2	15
PRMT3	15
PRMT5	15
PRMT6	15
PRMT7	15
PRMT8	15
PRMT9	15
PRND	9
PRNP	16
PROB1	16
PROC	22
PROCA1	16
PROCR	9
PRODH	2
PRODH2	2
PROK1	16
PROK2	16
PROKR1	4
PROKR2	4
PROM1	10
PROM2	10
PROP1	34
PRORP	60
PRORY	30
PROS1	19
PROSER1	16
PROSER2	16
PROSER3	1
PROX1	6
PROX2	6
PROZ	19
PRPF18	15
PRPF19	7
PRPF3	26
PRPF31	7
PRPF38A	41
PRPF38B	49
PRPF39	45
PRPF4	7
PRPF40A	26
PRPF40B	26
PRPF4B	7
PRPF6	7
PRPF8	7
PRPH	6
PRPH2	4
PRPS1	7
PRPS1L1	7
PRPS2	7
PRPSAP1	7
PRPSAP2	7
PRR11	1
PRR12	6
PRR13	30
PRR14	16
PRR14L	16
PRR15	16
PRR15L	16
PRR16	16
PRR18	16
PRR19	16
PRR20A	30
PRR20B	30
PRR20C	30
PRR20D	30
PRR20E	30
PRR20G	30
PRR22	9
PRR23A	9
PRR23B	9
PRR23C	9
PRR23D1	30
PRR23D2	30
PRR25	30
PRR26	30
PRR27	9
PRR29	16
PRR3	16
PRR30	9
PRR32	9
PRR35	16
PRR36	6
PRR4	30
PRR5	1
PRR5-ARHGAP8	45
PRR5L	1
PRR7	16
PRR9	9
PRRC1	4
PRRC2A	4
PRRC2B	4
PRRC2C	35
PRRG1	16
PRRG2	16
PRRG3	16
PRRG4	16
PRRT1	1
PRRT1B	16
PRRT2	1
PRRT3	4
PRRT4	1
PRRX1	34
PRRX2	34
PRSS1	22
PRSS12	22
PRSS16	23
PRSS2	22
PRSS21	22
PRSS22	22
PRSS23	1
PRSS27	22
PRSS3	22
PRSS33	22
PRSS35	1
PRSS36	22
PRSS37	4
PRSS38	22
PRSS41	22
PRSS47	4
PRSS48	22
PRSS50	22
PRSS53	17
PRSS54	4
PRSS55	22
PRSS56	22
PRSS57	22
PRSS58	22
PRSS8	22
PRTFDC1	8
PRTG	31
PRTN3	22
PRUNE1	15
PRUNE2	59
PRX	4
PRXL2A	48
PRXL2B	48
PRXL2C	48
PRY	30
PRY2	30
PSAP	32
PSAPL1	32
PSAT1	26
PSCA	16
PSD	7
PSD2	3
PSD3	7
PSD4	15
PSEN1	23
PSEN2	23
PSENEN	32
PSG1	4
PSG11	4
PSG2	4
PSG3	4
PSG4	4
PSG5	4
PSG6	4
PSG7	4
PSG8	4
PSG9	4
PSIP1	32
PSKH1	7
PSKH2	7
PSMA1	7
PSMA2	7
PSMA3	7
PSMA4	7
PSMA5	7
PSMA6	7
PSMA7	7
PSMA8	7
PSMB1	7
PSMB10	7
PSMB11	7
PSMB2	7
PSMB3	7
PSMB4	7
PSMB5	7
PSMB6	7
PSMB7	7
PSMB8	7
PSMB9	7
PSMC1	7
PSMC2	7
PSMC3	7
PSMC3IP	7
PSMC4	7
PSMC5	7
PSMC6	7
PSMD1	7
PSMD10	7
PSMD11	7
PSMD12	7
PSMD13	7
PSMD14	7
PSMD2	7
PSMD3	7
PSMD4	7
PSMD5	44
PSMD6	7
PSMD7	7
PSMD8	15
PSMD9	7
PSME1	19
PSME2	19
PSME3	19
PSME3IP1	32
PSME4	45
PSMF1	32
PSMG1	4
PSMG2	37
PSMG3	48
PSMG4	1
PSORS1C1	30
PSORS1C2	9
PSPC1	7
PSPH	45
PSPN	16
PSRC1	9
PSTK	17
PSTPIP1	20
PSTPIP2	34
PTAFR	4
PTAR1	45
PTBP1	60
PTBP2	60
PTBP3	60
PTCD1	8
PTCD2	16
PTCD3	48
PTCH1	3
PTCH2	3
PTCHD1	49
PTCHD3	3
PTCHD4	49
PTCRA	9
PTDSS1	60
PTDSS2	60
PTEN	57
PTER	13
PTF1A	4
PTGDR	4
PTGDR2	4
PTGDS	16
PTGER1	6
PTGER2	4
PTGER3	4
PTGER4	4
PTGES	4
PTGES2	14
PTGES3	37
PTGES3L-AARSD1	7
PTGFR	6
PTGFRN	16
PTGIR	4
PTGIS	37
PTGR1	2
PTGR2	2
PTGS1	32
PTGS2	32
PTH	9
PTH1R	10
PTH2	9
PTH2R	10
PTHLH	16
PTK2	7
PTK2B	7
PTK6	7
PTK7	7
PTMA	9
PTMS	30
PTN	16
PTOV1	4
PTP4A1	7
PTP4A2	7
PTP4A3	7
PTPA	7
PTPDC1	37
PTPMT1	49
PTPN1	37
PTPN11	37
PTPN12	37
PTPN13	37
PTPN14	37
PTPN18	37
PTPN2	37
PTPN20	37
PTPN21	37
PTPN22	37
PTPN23	3
PTPN3	37
PTPN4	37
PTPN5	37
PTPN6	37
PTPN7	37
PTPN9	2
PTPRA	37
PTPRB	37
PTPRC	37
PTPRCAP	9
PTPRD	37
PTPRE	37
PTPRF	37
PTPRG	37
PTPRH	37
PTPRJ	37
PTPRK	37
PTPRM	37
PTPRN	37
PTPRN2	37
PTPRO	37
PTPRQ	37
PTPRR	37
PTPRS	37
PTPRT	37
PTPRU	37
PTPRZ1	37
PTRH1	52
PTRH2	7
PTRHD1	49
PTS	38
PTTG1	16
PTTG1IP	1
PTTG2	16
PTX3	6
PTX4	6
PUDP	45
PUF60	7
PUM1	7
PUM2	7
PUM3	15
PURA	28
PURB	28
PURG	28
PUS1	7
PUS10	8
PUS3	3
PUS7	7
PUS7L	7
PUSL1	46
PVALB	16
PVALEF	41
PVR	4
PVRIG	9
PWP1	7
PWP2	7
PWWP2A	4
PWWP2B	32
PWWP3A	16
PWWP3B	16
PXDC1	16
PXDN	3
PXDNL	2
PXK	44
PXMP2	2
PXMP4	33
PXN	20
PXT1	9
PXYLP1	8
PYCARD	16
PYCR1	3
PYCR2	3
PYCR3	3
PYDC1	16
PYDC2	9
PYDC5	9
PYGB	26
PYGL	26
PYGM	26
PYGO1	4
PYGO2	10
PYHIN1	9
PYM1	55
PYROXD1	28
PYROXD2	42
PYURF	48
PYY	16
PZP	10
QARS1	7
QDPR	33
QKI	7
QPCT	20
QPCTL	20
QPRT	52
QRFP	16
QRFPR	4
QRICH1	4
QRICH2	4
QRSL1	2
QSER1	6
QSOX1	7
QSOX2	3
QTRT1	41
QTRT2	41
R3HCC1	32
R3HCC1L	32
R3HDM1	25
R3HDM2	25
R3HDM4	1
R3HDML	59
RAB10	7
RAB11A	7
RAB11B	7
RAB11FIP1	32
RAB11FIP2	46
RAB11FIP3	4
RAB11FIP4	4
RAB11FIP5	6
RAB12	7
RAB13	7
RAB14	7
RAB15	7
RAB17	7
RAB18	7
RAB19	7
RAB1A	7
RAB1B	7
RAB20	7
RAB21	7
RAB22A	7
RAB23	7
RAB24	7
RAB25	7
RAB26	7
RAB27A	7
RAB27B	7
RAB28	7
RAB29	7
RAB2A	7
RAB2B	7
RAB30	7
RAB31	7
RAB32	7
RAB33A	7
RAB33B	7
RAB34	7
RAB35	30
RAB36	7
RAB37	7
RAB38	7
RAB39A	7
RAB39B	7
RAB3A	7
RAB3B	7
RAB3C	7
RAB3D	7
RAB3GAP1	46
RAB3GAP2	5
RAB3IL1	38
RAB3IP	38
RAB40A	7
RAB40AL	7
RAB40B	7
RAB40C	7
RAB41	7
RAB42	7
RAB43	7
RAB44	7
RAB4A	7
RAB4B	7
RAB5A	7
RAB5B	7
RAB5C	7
RAB5IF	6
RAB6A	7
RAB6B	7
RAB6C	7
RAB6D	7
RAB7A	7
RAB7B	7
RAB8A	7
RAB8B	7
RAB9A	7
RAB9B	7
RABAC1	5
RABEP1	10
RABEP2	4
RABEPK	7
RABGAP1	7
RABGAP1L	7
RABGEF1	15
RABGGTA	7
RABGGTB	7
RABIF	10
RABL2A	7
RABL2B	7
RABL3	7
RABL6	12
RAC1	7
RAC2	7
RAC3	7
RACGAP1	57
RACK1	7
RAD1	25
RAD17	7
RAD18	52
RAD21	3
RAD21L1	3
RAD23A	7
RAD23B	15
RAD50	7
RAD51	7
RAD51AP1	16
RAD51AP2	9
RAD51B	7
RAD51C	7
RAD51D	7
RAD52	40
RAD54B	7
RAD54L	7
RAD54L2	7
RAD9A	5
RAD9B	5
RADIL	4
RADX	1
RAE1	7
RAET1E	16
RAET1G	9
RAET1L	16
RAF1	7
RAG1	38
RAG2	16
RAI1	55
RAI14	7
RAI2	16
RALA	7
RALB	7
RALBP1	57
RALGAPA1	20
RALGAPA2	20
RALGAPB	44
RALGDS	20
RALGPS1	20
RALGPS2	20
RALY	25
RALYL	44
RAMAC	16
RAMP1	16
RAMP2	16
RAMP3	16
RAN	7
RANBP1	7
RANBP10	15
RANBP17	8
RANBP2	7
RANBP3	39
RANBP3L	39
RANBP6	7
RANBP9	15
RANGAP1	3
RANGRF	52
RAP1A	7
RAP1B	7
RAP1GAP	20
RAP1GAP2	20
RAP1GDS1	46
RAP2A	7
RAP2B	7
RAP2C	7
RAPGEF1	20
RAPGEF2	20
RAPGEF3	36
RAPGEF4	36
RAPGEF5	20
RAPGEF6	20
RAPGEFL1	20
RAPH1	10
RAPSN	6
RARA	4
RARB	4
RARG	4
RARRES1	16
RARRES2	16
RARS1	7
RARS2	7
RASA1	20
RASA2	57
RASA3	57
RASA4	3
RASA4B	3
RASAL1	45
RASAL2	20
RASAL3	20
RASD1	7
RASD2	7
RASEF	7
RASGEF1A	20
RASGEF1B	20
RASGEF1C	20
RASGRF1	20
RASGRF2	20
RASGRP1	20
RASGRP2	20
RASGRP3	20
RASGRP4	20
RASIP1	6
RASL10A	20
RASL10B	7
RASL11A	7
RASL11B	7
RASL12	7
RASSF1	38
RASSF10	6
RASSF2	4
RASSF3	10
RASSF4	4
RASSF5	10
RASSF6	10
RASSF7	6
RASSF8	4
RASSF9	6
RAVER1	3
RAVER2	45
RAX	34
RB1	14
RB1CC1	10
RBAK	27
RBAK-RBAKDN	16
RBBP4	7
RBBP5	3
RBBP6	7
RBBP7	7
RBBP8	46
RBBP8NL	16
RBBP9	1
RBCK1	23
RBFA	6
RBFOX1	15
RBFOX2	15
RBFOX3	41
RBIS	16
RBKS	3
RBL1	14
RBL2	14
RBM10	5
RBM11	7
RBM12	28
RBM12B	28
RBM14	7
RBM14-RBM4	25
RBM15	3
RBM15B	3
RBM17	49
RBM18	49
RBM19	7
RBM20	55
RBM22	26
RBM23	7
RBM24	7
RBM25	49
RBM26	5
RBM27	5
RBM28	7
RBM3	30
RBM33	6
RBM34	7
