Gene_name	cluster_number
COQ5	2
COQ6	2
COQ7	20
COQ8A	2
COQ8B	2
COQ9	45
CORIN	22
CORO1A	7
CORO1B	7
CORO1C	7
CORO2A	7
CORO2B	7
CORO6	7
CORO7	7
CORO7-PAM16	7
CORT	9
COTL1	34
COX1	50
COX10	2
COX11	2
COX14	16
COX15	2
COX16	6
COX17	49
COX18	29
COX19	2
COX2	50
COX20	6
COX3	50
COX4I1	4
COX4I2	4
COX5A	43
COX5B	25
COX6A1	43
COX6A2	4
COX6B1	45
COX6B2	45
COX6C	6
COX7A1	16
COX7A2	16
COX7A2L	16
COX7B	16
COX7B2	16
COX7C	6
COX8A	9
COX8C	9
CP	1
CPA1	59
CPA2	59
CPA3	59
CPA4	59
CPA5	59
CPA6	59
CPAMD8	10
CPB1	59
CPB2	59
CPD	14
CPE	14
CPEB1	4
CPEB2	28
CPEB3	28
CPEB4	4
CPED1	1
CPHXL	6
CPLANE1	1
CPLANE2	4
CPLX1	1
CPLX2	1
CPLX3	16
CPLX4	16
CPM	14
CPN1	14
CPN2	7
CPNE1	23
CPNE2	23
CPNE3	23
CPNE4	23
CPNE5	23
CPNE6	23
CPNE7	23
CPNE8	23
CPNE9	23
CPO	59
CPOX	3
CPPED1	17
CPQ	46
CPS1	2
CPSF1	3
CPSF2	7
CPSF3	7
CPSF4	7
CPSF4L	7
CPSF6	5
CPSF7	5
CPT1A	20
CPT1B	20
CPT1C	20
CPT2	20
CPTP	55
CPVL	2
CPXCR1	9
CPXM1	28
CPXM2	28
CPZ	14
CR1	10
CR1L	10
CR2	10
CRABP1	4
CRABP2	4
CRACD	16
CRACR2A	7
CRACR2B	16
CRADD	4
CRAMP1	32
CRAT	20
CRB1	24
CRB2	24
CRB3	9
CRBN	55
CRCP	25
CRCT1	30
CREB1	13
CREB3	10
CREB3L1	10
CREB3L2	10
CREB3L3	10
CREB3L4	10
CREB5	5
CREBBP	7
CREBL2	4
CREBRF	4
CREBZF	1
CREG1	42
CREG2	42
CRELD1	19
CRELD2	19
CREM	13
CRH	16
CRHBP	6
CRHR1	10
CRHR2	10
CRIM1	4
CRIP1	10
CRIP2	5
CRIP3	5
CRIPT	5
CRISP1	4
CRISP2	59
CRISP3	59
CRISPLD1	59
CRISPLD2	59
CRK	38
CRKL	20
CRLF1	1
CRLF2	16
CRLF3	16
CRLS1	45
CRMP1	39
CRNDE	30
CRNKL1	15
CRNN	16
CROCC	4
CROCC2	4
CROT	20
CRP	1
CRPPA	21
CRTAC1	4
CRTAM	16
CRTAP	6
CRTC1	4
CRTC2	4
CRTC3	1
CRX	34
CRY1	2
CRY2	2
CRYAA	6
CRYAA2	6
CRYAB	6
CRYBA1	16
CRYBA2	16
CRYBA4	16
CRYBB1	16
CRYBB2	16
CRYBB3	16
CRYBG1	16
CRYBG2	16
CRYBG3	16
CRYGA	16
CRYGB	16
CRYGC	16
CRYGD	16
CRYGN	16
CRYGS	16
CRYL1	29
CRYM	57
CRYZ	2
CRYZL1	29
CS	2
CSAD	29
CSAG1	30
CSAG2	30
CSAG3	30
CSDC2	6
CSDE1	17
CSE1L	15
CSF1	9
CSF1R	7
CSF2	9
CSF2RA	16
CSF2RB	16
CSF3	16
CSF3R	4
CSGALNACT1	10
CSGALNACT2	10
CSH1	16
CSH2	16
CSHL1	16
CSK	7
CSKMT	8
CSMD1	31
CSMD2	31
CSMD3	31
CSN1S1	9
CSN2	9
CSN3	9
CSNK1A1	7
CSNK1A1L	7
CSNK1D	7
CSNK1E	7
CSNK1G1	7
CSNK1G2	7
CSNK1G3	7
CSNK2A1	7
CSNK2A2	7
CSNK2A3	7
CSNK2B	7
CSNKA2IP	9
CSPG4	10
CSPG5	16
CSPP1	1
CSRNP1	6
CSRNP2	6
CSRNP3	6
CSRP1	5
CSRP2	5
CSRP3	5
CST1	16
CST11	16
CST2	16
CST3	1
CST4	16
CST5	16
CST6	16
CST7	16
CST8	16
CST9	9
CST9L	9
CSTA	1
CSTB	1
CSTF1	7
CSTF2	7
CSTF2T	7
CSTF3	26
CSTL1	16
CT45A1	16
CT45A10	16
CT45A2	16
CT45A3	16
CT45A5	16
CT45A6	16
CT45A7	16
CT45A8	16
CT45A9	16
CT47A1	30
CT47A10	30
CT47A11	30
CT47A12	30
CT47A2	30
CT47A3	30
CT47A4	30
CT47A5	30
CT47A6	30
CT47A7	30
CT47A8	30
CT47A9	30
CT47B1	30
CT55	16
CT62	30
CT83	30
CTAG1A	16
CTAG1B	16
CTAG2	30
CTAGE1	4
CTAGE15	4
CTAGE4	4
CTAGE6	4
CTAGE8	4
CTAGE9	4
CTBP1	3
CTBP2	3
CTBS	46
CTC1	1
CTCF	27
CTCFL	27
CTDNEP1	7
CTDP1	7
CTDSP1	7
CTDSP2	7
CTDSPL	7
CTDSPL2	7
CTF1	16
CTH	3
CTHRC1	1
CTIF	6
CTLA4	16
CTNNA1	10
CTNNA2	10
CTNNA3	10
CTNNAL1	10
CTNNB1	59
CTNNBIP1	16
CTNNBL1	49
CTNND1	21
CTNND2	21
CTNS	45
CTPS1	7
CTPS2	7
CTR9	3
CTRB1	22
CTRB2	22
CTRC	22
CTRL	22
CTSB	8
CTSC	8
CTSD	26
CTSE	26
CTSF	8
CTSG	22
CTSH	8
CTSK	8
CTSL	8
CTSO	8
CTSS	8
CTSV	8
CTSW	8
CTSZ	8
CTTN	38
CTTNBP2	7
CTTNBP2NL	6
CTU1	7
CTU2	37
CTXN1	16
CTXN2	16
CTXN3	16
CTXND1	16
CUBN	19
CUEDC1	4
CUEDC2	6
CUL1	3
CUL2	7
CUL3	7
CUL4A	7
CUL4B	7
CUL5	3
CUL7	46
CUL9	3
CUTA	28
CUTC	35
CUX1	59
CUX2	34
CUZD1	4
CWC15	29
CWC22	15
CWC25	45
CWC27	7
CWF19L1	26
CWF19L2	26
CWH43	40
CX3CL1	9
CX3CR1	4
CXADR	6
CXCL1	16
CXCL10	16
CXCL11	9
CXCL12	16
CXCL13	16
CXCL14	16
CXCL16	16
CXCL17	9
CXCL2	16
CXCL3	16
CXCL5	16
CXCL6	16
CXCL8	16
CXCL9	16
CXCR1	4
CXCR2	4
CXCR3	4
CXCR4	4
CXCR5	4
CXCR6	4
CXorf21	16
CXorf38	16
CXorf49	9
CXorf49B	9
CXorf51A	30
CXorf51B	30
CXorf56	32
CXorf58	58
CXorf65	1
CXorf66	9
CXXC1	36
CXXC4	4
CXXC5	4
CYB561	55
CYB561A3	55
CYB561D1	1
CYB561D2	4
CYB5A	3
CYB5B	3
CYB5D1	8
CYB5D2	2
CYB5R1	2
CYB5R2	2
CYB5R3	2
CYB5R4	7
CYB5RL	2
CYBA	1
CYBB	29
CYBC1	1
CYBRD1	55
CYC1	2
CYCS	2
CYFIP1	46
CYFIP2	46
CYGB	10
CYHR1	32
CYLC1	9
CYLC2	16
CYLD	4
CYP11A1	2
CYP11B1	2
CYP11B2	2
CYP17A1	2
CYP19A1	2
CYP1A1	2
CYP1A2	2
CYP1B1	2
CYP20A1	2
CYP21A2	2
CYP24A1	2
CYP26A1	2
CYP26B1	2
CYP26C1	2
CYP27A1	2
CYP27B1	2
CYP27C1	2
CYP2A13	2
CYP2A6	2
CYP2A7	2
CYP2B6	2
CYP2C18	2
CYP2C19	2
CYP2C8	2
CYP2C9	2
CYP2D6	2
CYP2D7	29
CYP2E1	2
CYP2F1	29
CYP2J2	2
CYP2R1	2
CYP2S1	2
CYP2U1	2
CYP2W1	2
CYP39A1	37
CYP3A4	2
CYP3A43	2
CYP3A5	2
CYP3A7	2
CYP3A7-CYP3A51P	2
CYP46A1	2
CYP4A11	2
CYP4A22	2
CYP4B1	2
CYP4F11	2
CYP4F12	2
CYP4F2	2
CYP4F22	2
CYP4F3	2
CYP4F8	2
CYP4V2	2
CYP4X1	2
CYP4Z1	2
CYP51A1	2
CYP7A1	2
CYP7B1	2
CYP8B1	2
CYREN	16
CYRIA	44
CYRIB	44
CYS1	9
CYSLTR1	4
CYSLTR2	4
CYSRT1	9
CYSTM1	16
CYTB	50
CYTH1	7
CYTH2	7
CYTH3	7
CYTH4	7
CYTIP	6
CYTL1	30
CYYR1	16
CZIB	26
D2HGDH	2
DAAM1	7
DAAM2	7
DAB1	4
DAB2	10
DAB2IP	20
DACH1	6
DACH2	4
DACT1	16
DACT2	16
DACT3	16
DAD1	59
DAG1	4
DAGLA	23
DAGLB	23
DALRD3	4
DAND5	6
DAO	36
DAOA	30
DAP	16
DAP3	5
DAPK1	7
DAPK2	7
DAPK3	7
DAPL1	16
DAPP1	5
DARS1	7
DARS2	7
DAW1	7
DAXX	4
DAZ1	15
DAZ2	32
DAZ3	32
DAZ4	15
DAZAP1	7
DAZAP2	16
DAZL	15
DBF4	6
DBF4B	1
DBH	31
DBI	2
DBN1	34
DBNDD1	16
DBNL	20
DBP	10
DBR1	15
DBT	2
DBX1	32
DBX2	4
DCAF1	60
DCAF10	7
DCAF11	7
DCAF12	31
DCAF12L1	31
DCAF12L2	31
DCAF13	7
DCAF15	4
DCAF16	9
DCAF17	1
DCAF4	42
DCAF4L1	42
DCAF4L2	25
DCAF5	7
DCAF6	29
DCAF7	3
DCAF8	15
DCAF8L1	15
DCAF8L2	15
DCAKD	7
DCANP1	30
DCBLD1	4
DCBLD2	4
DCC	31
DCD	30
DCDC1	1
DCDC2	10
DCDC2B	10
DCDC2C	10
DCHS1	13
DCHS2	13
DCK	28
DCLK1	7
DCLK2	7
DCLK3	7
DCLRE1A	3
DCLRE1B	3
DCLRE1C	3
DCN	3
DCP1A	49
DCP1B	49
DCP2	26
DCPS	36
DCST1	6
DCST2	6
DCSTAMP	6
DCT	16
DCTD	2
DCTN1	3
DCTN2	35
DCTN3	4
DCTN4	33
DCTN5	40
DCTN6	33
DCTPP1	42
DCUN1D1	2
DCUN1D2	2
DCUN1D3	2
DCUN1D4	2
DCUN1D5	2
DCX	10
DCXR	3
DDA1	6
DDAH1	4
DDAH2	4
DDB1	41
DDB2	7
DDC	29
DDHD1	25
DDHD2	25
DDI1	7
DDI2	7
DDIAS	1
DDIT3	16
DDIT4	6
DDIT4L	6
DDN	16
DDO	36
DDR1	7
DDR2	7
DDRGK1	60
DDT	48
DDTL	48
DDX1	7
DDX10	7
DDX11	7
DDX17	7
DDX18	7
DDX19A	7
DDX19B	7
DDX20	7
DDX21	7
DDX23	7
DDX24	7
DDX25	7
DDX27	7
DDX28	7
DDX31	7
DDX39A	7
DDX39B	7
DDX3X	7
DDX3Y	7
DDX4	7
DDX41	7
DDX42	7
DDX43	7
DDX46	7
DDX47	7
DDX49	7
DDX5	7
DDX50	7
DDX51	7
DDX52	7
DDX53	7
DDX54	7
DDX55	7
DDX56	7
DDX58	3
DDX59	7
DDX6	7
DDX60	7
DDX60L	7
DEAF1	6
DECR1	7
DECR2	3
DEDD	1
DEDD2	1
DEF6	35
DEF8	32
DEFA1	9
DEFA1B	9
DEFA3	30
DEFA4	9
DEFA5	9
DEFA6	30
DEFB1	9
DEFB103A	9
DEFB103B	9
DEFB104A	30
DEFB104B	30
DEFB105A	9
DEFB105B	9
DEFB106A	9
DEFB106B	9
DEFB107A	9
DEFB107B	9
DEFB108B	30
DEFB109B	9
DEFB110	9
DEFB112	30
DEFB113	9
DEFB114	30
DEFB115	9
DEFB116	9
DEFB118	9
DEFB119	30
DEFB121	30
DEFB123	9
DEFB124	9
DEFB125	9
DEFB126	9
DEFB127	30
DEFB128	9
DEFB129	9
DEFB130A	9
DEFB130B	9
DEFB131A	9
DEFB131B	9
DEFB132	30
DEFB134	30
DEFB135	9
DEFB136	9
DEFB4A	30
DEFB4B	30
DEGS1	29
DEGS2	29
DEK	28
DELE1	57
DENND10	1
DENND11	40
DENND1A	23
DENND1B	23
DENND1C	23
DENND2A	23
DENND2B	23
DENND2C	23
DENND2D	23
DENND3	23
DENND4A	23
DENND4B	23
DENND4C	23
DENND5A	23
DENND5B	23
DENND6A	5
DENND6B	5
DENR	26
DEPDC1	1
DEPDC1B	1
DEPDC4	1
DEPDC5	36
DEPDC7	1
DEPP1	9
DEPTOR	25
DERA	35
DERL1	7
DERL2	7
DERL3	41
DES	6
DESI1	41
DESI2	41
DET1	32
DEUP1	1
DEXI	16
DFFA	1
DFFB	6
DGAT1	26
DGAT2	2
DGAT2L6	2
DGCR2	6
DGCR6	6
DGCR6L	6
DGCR8	6
DGKA	8
DGKB	41
DGKD	8
DGKE	8
DGKG	8
DGKH	41
DGKI	8
DGKK	8
DGKQ	8
DGKZ	8
DGLUCY	1
DGUOK	28
DHCR24	46
DHCR7	2
DHDDS	7
DHDH	47
DHFR	7
DHFR2	7
DHH	6
DHODH	7
DHPS	7
DHRS1	3
DHRS11	3
DHRS12	7
DHRS13	7
DHRS2	3
DHRS3	3
DHRS4	3
DHRS4L1	3
DHRS4L2	3
DHRS7	7
DHRS7B	7
DHRS7C	7
DHRS9	7
DHRSX	7
DHTKD1	2
DHX15	7
DHX16	7
DHX29	7
DHX30	7
DHX32	7
DHX33	7
DHX34	7
DHX35	7
DHX36	7
DHX37	7
DHX38	7
DHX40	7
DHX57	7
DHX58	3
DHX8	7
DHX9	7
DIABLO	1
DIAPH1	15
DIAPH2	7
DIAPH3	7
DICER1	7
DIDO1	49
DIMT1	7
DIO1	1
DIO2	1
DIO3	1
DIP2A	3
DIP2B	3
DIP2C	3
DIPK1A	1
DIPK1B	6
DIPK1C	6
DIPK2A	6
DIPK2B	1
DIRAS1	7
DIRAS2	7
DIRAS3	7
DIS3	7
DIS3L	7
DIS3L2	7
DISC1	16
DISP1	17
DISP2	17
DISP3	17
DIXDC1	34
DKC1	7
DKK1	1
DKK2	1
DKK3	1
DKK4	1
DKKL1	9
DLAT	2
DLC1	57
DLD	7
DLEC1	56
DLEU7	16
DLG1	7
DLG2	7
DLG3	7
DLG4	7
DLG5	10
DLGAP1	10
DLGAP2	10
DLGAP3	10
DLGAP4	10
DLGAP5	10
DLK1	24
DLK2	19
DLL1	24
DLL3	24
DLL4	24
DLST	2
DLX1	4
DLX2	4
DLX3	4
DLX4	4
DLX5	4
DLX6	4
DMAC1	9
DMAC2	4
DMAC2L	10
DMAP1	26
DMBT1	18
DMBX1	43
DMC1	7
DMD	57
DMGDH	2
DMKN	9
DMP1	16
DMPK	7
DMRT1	16
DMRT2	4
DMRT3	4
DMRTA1	4
DMRTA2	4
DMRTB1	4
DMRTC1	9
DMRTC1B	9
DMRTC2	4
DMTF1	52
DMTN	10
DMWD	3
DMXL1	7
DMXL2	7
DNA2	7
DNAAF1	7
DNAAF2	56
DNAAF3	56
DNAAF4	7
DNAAF5	56
DNAH1	7
DNAH10	7
DNAH11	7
DNAH12	7
DNAH14	7
DNAH17	7
DNAH2	7
DNAH3	7
DNAH5	7
DNAH6	7
DNAH7	7
DNAH8	7
DNAH9	7
DNAI1	3
DNAI2	41
DNAJA1	7
DNAJA2	7
DNAJA3	7
DNAJA4	7
DNAJB1	7
DNAJB11	7
DNAJB12	7
DNAJB13	7
DNAJB14	7
DNAJB2	7
DNAJB3	7
DNAJB4	7
DNAJB6	7
DNAJB7	7
DNAJB8	7
DNAJB9	7
DNAJC1	7
DNAJC10	7
DNAJC11	7
DNAJC12	15
DNAJC13	8
DNAJC14	7
DNAJC15	7
DNAJC16	7
DNAJC17	7
DNAJC18	7
DNAJC19	7
DNAJC2	7
DNAJC21	7
DNAJC22	7
DNAJC24	7
DNAJC25	7
DNAJC25-GNG10	7
DNAJC27	7
DNAJC28	32
DNAJC3	7
DNAJC30	7
DNAJC4	7
DNAJC5	7
DNAJC5B	7
DNAJC5G	7
DNAJC6	26
DNAJC7	7
DNAJC8	7
DNAJC9	7
DNAL1	29
DNAL4	3
DNALI1	56
DNASE1	1
DNASE1L1	1
DNASE1L2	1
DNASE1L3	1
DNASE2	1
DNASE2B	1
DND1	28
DNER	24
DNHD1	7
DNLZ	2
DNM1	7
DNM1L	7
DNM2	7
DNM3	7
DNMBP	20
DNMT1	51
DNMT3A	32
DNMT3B	32
DNMT3L	1
DNPEP	7
DNPH1	1
DNTT	47
DNTTIP1	4
DNTTIP2	2
DOC2A	23
DOC2B	23
DOCK1	57
DOCK10	57
DOCK11	57
DOCK2	57
DOCK3	57
DOCK4	57
DOCK5	57
DOCK6	57
DOCK7	57
DOCK8	57
DOCK9	57
DOHH	7
DOK1	6
DOK2	6
DOK4	6
DOK5	6
DOK6	6
DOK7	1
DOLK	3
DOLPP1	57
DONSON	32
DOP1A	36
DOP1B	36
DOT1L	20
DPAGT1	7
DPCD	56
DPEP1	11
DPEP2	11
DPEP2NB	9
DPEP3	11
DPF1	49
DPF2	49
DPF3	4
DPH2	7
DPH3	26
DPH3P1	26
DPH5	7
DPH6	7
DPH7	7
DPM1	7
DPM2	42
DPM3	44
DPP10	3
DPP3	20
DPP4	2
DPP6	3
DPP7	23
DPP8	3
DPP9	3
DPPA2	9
DPPA3	9
DPPA4	9
DPPA5	9
DPRX	38
DPT	16
DPY19L1	19
DPY19L2	19
DPY19L3	19
DPY19L4	19
DPY30	13
DPYD	2
DPYS	39
DPYSL2	39
DPYSL3	39
DPYSL4	39
DPYSL5	39
DQX1	7
DR1	26
DRAM1	10
DRAM2	10
DRAP1	26
DRAXIN	16
DRC1	56
DRC3	7
DRC7	56
DRD1	4
DRD2	4
DRD3	4
DRD4	10
DRD5	4
DRG1	7
DRG2	7
DRGX	10
DRICH1	30
DROSHA	57
DRP2	10
DSC1	10
DSC2	13
DSC3	13
DSCAM	31
DSCAML1	31
DSCC1	5
DSE	1
DSEL	1
DSG1	13
DSG2	10
DSG3	13
DSG4	13
DSN1	16
DSP	13
DSPP	4
DST	3
DSTN	7
DSTYK	7
DTD1	3
DTD2	1
DTHD1	6
DTL	7
DTNA	10
DTNB	10
DTNBP1	4
DTWD1	33
DTWD2	21
DTX1	18
DTX2	18
DTX3	18
DTX3L	18
DTX4	18
DTYMK	7
DUOX1	3
DUOX2	3
DUOXA1	6
DUOXA2	6
DUPD1	41
DUS1L	7
DUS2	7
DUS3L	7
DUS4L	7
DUS4L-BCAP29	7
DUSP1	3
DUSP10	3
DUSP11	29
DUSP12	7
DUSP13	3
DUSP14	3
DUSP15	3
DUSP16	3
DUSP18	3
DUSP19	3
DUSP2	3
DUSP21	3
DUSP22	30
DUSP23	7
DUSP26	3
DUSP27	7
DUSP28	3
DUSP3	3
DUSP4	3
DUSP5	3
DUSP6	3
DUSP7	3
DUSP8	3
DUSP9	3
DUT	3
DUX4	43
DUXA	32
DUXB	38
DVL1	10
DVL2	10
DVL3	38
DXO	36
DYDC1	1
DYDC2	1
DYM	46
DYNAP	30
DYNC1H1	7
DYNC1I1	15
DYNC1I2	41
DYNC1LI1	33
DYNC1LI2	33
DYNC2H1	7
DYNC2LI1	56
DYNLL1	7
DYNLL2	7
DYNLRB1	8
DYNLRB2	8
DYNLT1	8
DYNLT3	8
DYRK1A	7
DYRK1B	7
DYRK2	7
DYRK3	7
DYRK4	7
DYSF	49
DYTN	4
DZANK1	1
DZIP1	56
DZIP1L	56
DZIP3	41
E2F1	14
E2F2	14
E2F3	14
E2F4	14
E2F5	14
E2F6	14
E2F7	14
E2F8	14
E4F1	27
EAF1	32
EAF2	4
EAPP	14
EARS2	7
EBAG9	4
EBF1	10
EBF2	10
EBF4	10
EBI3	16
EBLN1	30
EBLN2	30
EBNA1BP2	3
EBP	48
EBPL	48
ECD	45
ECE1	44
ECE2	44
ECEL1	44
ECH1	29
ECHDC1	29
ECHDC2	2
ECHDC3	2
ECHS1	2
ECI1	29
ECI2	2
ECM1	16
ECM2	23
ECPAS	45
ECRG4	16
ECSCR	9
ECSIT	10
ECT2	57
ECT2L	20
EDA	1
EDA2R	1
EDAR	1
EDARADD	16
EDC3	10
EDC4	46
EDDM13	9
EDDM3A	9
EDDM3B	9
EDEM1	3
EDEM2	3
EDEM3	3
EDF1	15
EDIL3	19
EDN1	16
EDN2	16
EDN3	16
EDNRA	4
EDNRB	4
EDRF1	21
EEA1	3
EED	3
EEF1A1	7
EEF1A2	7
EEF1AKMT1	37
EEF1AKMT2	15
EEF1AKMT3	3
EEF1AKMT4	41
EEF1AKMT4-ECE2	41
EEF1AKNMT	41
EEF1B2	37
EEF1D	37
EEF1E1	55
EEF1G	3
EEF2	7
EEF2K	33
EEF2KMT	2
EEFSEC	7
EEPD1	1
EFCAB1	26
EFCAB10	1
EFCAB11	15
EFCAB12	1
EFCAB13	9
EFCAB14	1
EFCAB2	7
EFCAB3	1
EFCAB5	1
EFCAB6	42
EFCAB7	41
EFCAB8	7
EFCAB9	1
EFCC1	16
EFEMP1	19
EFEMP2	19
EFHB	28
EFHC1	8
EFHC2	56
EFHD1	32
EFHD2	10
EFL1	7
EFNA1	6
EFNA2	1
EFNA3	6
EFNA4	6
EFNA5	6
EFNB1	6
EFNB2	6
EFNB3	6
EFR3A	32
EFR3B	32
EFS	43
EFTUD2	7
EGF	19
EGFL6	19
EGFL7	10
EGFL8	10
EGFLAM	31
EGFR	7
EGLN1	22
EGLN2	22
EGLN3	22
EGR1	53
EGR2	53
EGR3	53
EGR4	53
EHBP1	34
EHBP1L1	34
EHD1	3
EHD2	3
EHD3	3
EHD4	3
EHF	4
EHHADH	2
EHMT1	7
EHMT2	7
EI24	49
EID1	9
EID2	9
EID2B	9
EID3	57
EIF1	15
EIF1AD	5
EIF1AX	7
EIF1AY	7
EIF1B	15
EIF2A	15
EIF2AK1	7
EIF2AK2	7
EIF2AK3	7
EIF2AK4	7
EIF2B1	3
EIF2B2	3
EIF2B3	7
EIF2B4	3
EIF2B5	7
EIF2D	7
EIF2S1	7
EIF2S2	7
EIF2S3	7
EIF2S3B	7
EIF3A	15
EIF3B	15
EIF3C	15
EIF3CL	15
EIF3D	41
EIF3E	41
EIF3F	7
EIF3G	15
EIF3H	7
EIF3I	7
EIF3J	32
EIF3K	49
EIF3L	41
EIF3M	49
EIF4A1	7
EIF4A2	7
EIF4A3	7
EIF4B	3
EIF4E	3
EIF4E2	7
EIF4E3	3
EIF4EBP1	38
EIF4EBP2	38
EIF4EBP3	38
EIF4ENIF1	4
EIF4G1	7
EIF4G2	7
EIF4G3	7
EIF4H	2
EIF5	7
EIF5A	7
EIF5A2	7
EIF5AL1	7
EIF5B	7
EIF6	7
EIPR1	41
ELAC1	7
ELAC2	7
ELANE	22
ELAVL1	7
ELAVL2	7
ELAVL3	7
ELAVL4	7
ELF1	4
ELF2	4
ELF3	4
ELF4	4
ELF5	4
ELFN1	10
ELFN2	55
ELK1	4
ELK3	4
ELK4	4
ELL	4
ELL2	4
ELL3	6
ELMO1	46
ELMO2	46
ELMO3	46
ELMOD1	8
ELMOD2	8
ELMOD3	8
ELN	16
ELOA	32
ELOA2	4
ELOA3	38
ELOA3B	38
ELOA3C	38
ELOA3D	38
ELOB	4
ELOC	3
ELOF1	26
ELOVL1	3
ELOVL2	3
ELOVL3	3
ELOVL4	3
ELOVL5	3
ELOVL6	3
ELOVL7	3
ELP1	45
ELP2	3
ELP3	7
ELP4	45
ELP5	1
ELP6	44
ELSPBP1	16
EMB	16
EMC10	10
EMC2	41
EMC3	3
EMC4	2
EMC6	5
EMC7	51
EMC8	49
EMC9	49
EMCN	9
EMD	9
EME1	38
EME2	38
EMG1	7
EMID1	10
EMILIN1	1
EMILIN2	1
EMILIN3	1
EML1	7
EML2	7
EML3	3
EML4	7
EML5	7
EML6	7
EMP1	16
EMP2	16
EMP3	16
EMSY	4
EMX1	4
EMX2	4
EN1	32
EN2	32
ENAH	33
ENAM	16
ENC1	49
ENDOD1	16
ENDOG	36
ENDOU	51
ENDOV	8
ENG	16
ENGASE	60
ENHO	9
ENKD1	56
ENKUR	56
ENO1	7
ENO2	7
ENO4	7
ENOPH1	37
ENOSF1	21
ENOX1	13
ENOX2	13
ENPEP	7
ENPP1	39
ENPP2	39
ENPP3	39
ENPP4	39
ENPP5	39
ENPP6	39
ENPP7	39
ENSA	6
ENTHD1	3
ENTPD1	15
ENTPD2	15
ENTPD3	15
ENTPD4	15
ENTPD5	15
ENTPD6	15
ENTPD7	15
ENTPD8	15
ENTR1	1
ENY2	59
EOGT	21
EOLA1	16
EOLA2	16
EOMES	10
EP300	7
EP400	7
EPAS1	4
EPB41	10
EPB41L1	10
EPB41L2	10
EPB41L3	10
EPB41L4A	10
EPB41L4B	10
EPB41L5	10
EPB42	10
EPC1	26
EPC2	26
EPCAM	16
EPDR1	1
EPG5	13
EPGN	16
EPHA1	7
EPHA10	7
EPHA2	7
EPHA3	7
EPHA4	7
EPHA5	7
EPHA6	7
EPHA7	7
EPHA8	7
EPHB1	7
EPHB2	7
EPHB3	7
EPHB4	7
EPHB6	7
EPHX1	10
EPHX2	2
EPHX3	2
EPHX4	2
EPM2A	48
EPM2AIP1	16
EPN1	7
EPN2	3
EPN3	3
EPO	16
EPOP	16
EPOR	16
EPPIN	6
EPPIN-WFDC6	6
EPPK1	6
EPRS1	7
EPS15	7
EPS15L1	7
EPS8	6
EPS8L1	10
EPS8L2	10
EPS8L3	10
EPSTI1	1
EPX	32
EPYC	10
EQTN	9
ERAL1	8
ERAP1	7
ERAP2	7
ERAS	7
ERBB2	7
ERBB3	7
ERBB4	7
ERBIN	7
ERC1	4
ERC2	4
ERCC1	26
ERCC2	7
ERCC3	7
ERCC4	15
ERCC6	7
ERCC6L	7
ERCC8	7
EREG	16
ERF	4
ERFE	1
ERFL	4
ERG	4
ERG28	39
ERGIC1	3
ERGIC2	3
ERGIC3	3
ERH	46
ERI1	5
ERI2	5
ERI3	5
ERICH1	9
ERICH2	6
ERICH3	1
ERICH4	9
ERICH5	9
ERICH6	1
ERICH6B	1
ERLEC1	23
ERLIN1	48
ERLIN2	48
ERMAP	16
ERMARD	1
ERMN	16
ERMP1	45
ERN1	7
ERN2	7
ERO1A	2
ERO1B	2
ERP27	28
ERP29	13
ERP44	7
ERRFI1	16
ERV3-1	9
ERVFC1	9
ERVFRD-1	9
ERVH48-1	30
ERVMER34-1	9
ERVV-1	9
ERVV-2	9
ERVW-1	9
ESAM	6
ESCO1	45
ESCO2	45
ESD	2
ESF1	7
ESM1	16
ESPL1	7
ESPN	7
ESPNL	7
ESR1	4
ESR2	4
ESRP1	28
ESRP2	28
ESRRA	4
ESRRB	4
ESRRG	4
ESS2	49
ESX1	34
ESYT1	3
ESYT2	3
ESYT3	3
ETAA1	16
ETDA	30
ETDB	30
ETDC	30
ETF1	7
ETFA	2
ETFB	2
ETFBKMT	46
ETFDH	2
ETFRF1	44
ETHE1	3
ETNK1	7
ETNK2	7
ETNPPL	3
ETS1	4
ETS2	4
ETV1	4
ETV2	4
ETV3	4
ETV3L	4
ETV4	4
ETV5	4
ETV6	4
ETV7	4
EVA1A	16
EVA1B	16
EVA1C	6
EVC	16
EVC2	1
EVI2A	16
EVI2B	9
EVI5	7
EVI5L	7
EVL	10
EVPL	10
EVPLL	6
EVX1	10
EVX2	32
EWSR1	49
EXD1	28
EXD2	8
EXD3	29
EXO1	7
EXO5	42
EXOC1	5
EXOC1L	1
EXOC2	5
EXOC3	37
EXOC3L1	32
EXOC3L2	10
EXOC3L4	6
EXOC4	25
EXOC5	57
EXOC6	57
EXOC6B	57
EXOC7	5
EXOC8	25
EXOG	36
EXOSC1	26
EXOSC10	7
EXOSC2	7
EXOSC3	7
EXOSC4	7
EXOSC5	15
EXOSC6	3
EXOSC7	7
EXOSC8	7
EXOSC9	7
EXPH5	16
EXT1	21
EXT2	21
EXTL1	21
EXTL2	21
EXTL3	21
EYA1	28
EYA2	28
EYA3	28
EYA4	28
EYS	24
EZH1	7
EZH2	7
EZHIP	30
EZR	10
F10	22
F11	22
F11R	4
F12	22
F13A1	6
F13B	10
F2	22
F2R	4
F2RL1	4
F2RL2	4
F2RL3	4
F3	16
