Gene_name_A	Gene_name_B	type
ATP5F1A	ATP5PB	Wormbase
ACTN2	ATP5PO	Wormbase
ATP5F1A	ATP5PO	Wormbase
DCTN1	ATP5PO	Wormbase
RNF14	ATP5PO	Wormbase
ATP6V1C1	ATP6V0A1	Wormbase
ATP6V1C1	ATP6V0A4	Wormbase
UGDH	ATP6V0D1	Wormbase
VPS39	ATP6V0D1	Wormbase
PRCP	ATP6V1D	Wormbase
CAMK2D	ATP6V1E1	Wormbase
ATP6V1D	ATP6V1F	Wormbase
VPS39	ATP6V1F	Wormbase
ATP6V1E1	ATP6V1G1	Wormbase
NUMBL	ATP8A1	Wormbase
BLM	ATR	Wormbase
CSNK1D	ATR	Wormbase
PCNA	ATR	Wormbase
ABAT	ATXN2L	Wormbase
ACADM	ATXN2L	Wormbase
ACADSB	ATXN2L	Wormbase
ANXA13	ATXN2L	Wormbase
CBS	ATXN2L	Wormbase
CCT3	ATXN2L	Wormbase
CFL2	ATXN2L	Wormbase
CKB	ATXN2L	Wormbase
CLPP	ATXN2L	Wormbase
CLTC	ATXN2L	Wormbase
COL6A3	ATXN2L	Wormbase
CTSD	ATXN2L	Wormbase
CTSL	ATXN2L	Wormbase
DDX3X	ATXN2L	Wormbase
DLST	ATXN2L	Wormbase
DMGDH	ATXN2L	Wormbase
EIF2S3	ATXN2L	Wormbase
ETFB	ATXN2L	Wormbase
GDI2	ATXN2L	Wormbase
HADHA	ATXN2L	Wormbase
HSD17B4	ATXN2L	Wormbase
HSP90B1	ATXN2L	Wormbase
LDHB	ATXN2L	Wormbase
NADSYN1	ATXN2L	Wormbase
OAT	ATXN2L	Wormbase
PHB	ATXN2L	Wormbase
PPIF	ATXN2L	Wormbase
PSMA5	ATXN2L	Wormbase
PSMB6	ATXN2L	Wormbase
PURA	ATXN2L	Wormbase
RPL13A	ATXN2L	Wormbase
RPL39	ATXN2L	Wormbase
RPS15A	ATXN2L	Wormbase
RPS9	ATXN2L	Wormbase
SNRPB	ATXN2L	Wormbase
SNRPG	ATXN2L	Wormbase
SRP72	ATXN2L	Wormbase
SUCLA2	ATXN2L	Wormbase
TAGLN2	ATXN2L	Wormbase
TNNI2	ATXN2L	Wormbase
UPB1	ATXN2L	Wormbase
YWHAZ	ATXN2L	Wormbase
ATXN3	ATXN3	Wormbase
VCP	ATXN3	Wormbase
UBE4B	ATXN3	Wormbase
BIRC5	AURKA	Wormbase
BTBD10	AURKA	Wormbase
CDX2	AURKA	Wormbase
INCENP	AURKA	Wormbase
KIF11	AURKA	Wormbase
KIF23	AURKA	Wormbase
KIF2A	AURKA	Wormbase
KLHL8	AURKA	Wormbase
NSFL1C	AURKA	Wormbase
PLK1	AURKA	Wormbase
PPP6R2	AURKA	Wormbase
SPOP	AURKA	Wormbase
TLK2	AURKA	Wormbase
ISOC2	B4GAT1	Wormbase
B9D1	B9D2	Wormbase
MAGI3	B9D2	Wormbase
BAG2	BAG2	Wormbase
BRCA1	BARD1	Wormbase
RAD51	BARD1	Wormbase
DMRT2	BARHL1	Wormbase
NR2E1	BARHL1	Wormbase
NR2E3	BARHL1	Wormbase
SALL3	BARHL1	Wormbase
TBX19	BARHL1	Wormbase
ZNF236	BARHL1	Wormbase
ZNF236	BARHL2	Wormbase
DMRT2	BARX1	Wormbase
EYA2	BARX1	Wormbase
LHX1	BARX1	Wormbase
LHX5	BARX1	Wormbase
NKX6-3	BARX1	Wormbase
SOX14	BARX1	Wormbase
TBX19	BARX1	Wormbase
TBX6	BARX1	Wormbase
ZNF208	BARX1	Wormbase
GMEB1	BAZ1B	Wormbase
HIF1A	BAZ1B	Wormbase
HNF4A	BAZ1B	Wormbase
HNF4G	BAZ1B	Wormbase
LHX5	BAZ1B	Wormbase
MEIS1	BAZ1B	Wormbase
RORA	BAZ1B	Wormbase
TBX19	BAZ1B	Wormbase
VDR	BAZ1B	Wormbase
ZNF18	BAZ1B	Wormbase
ZNF236	BAZ1B	Wormbase
BBS7	BBS1	Wormbase
BBS5	BBS4	Wormbase
CLUAP1	BBS7	Wormbase
BBS1	BBS9	Wormbase
BCHE	BCHE	Wormbase
PDHB	BCKDHA	Wormbase
APAF1	BCL2L2	Wormbase
BH3	BCL2L2	Wormbase
CASP3	BCL2L2	Wormbase
DNM1L	BCL2L2	Wormbase
FBXO11	BCL2L2	Wormbase
MFN2	BCL2L2	Wormbase
ACO1	BCL3	Wormbase
BCL3	BCL3	Wormbase
COPS5	BCL3	Wormbase
SFPQ	BCL3	Wormbase
SPOP	BCL3	Wormbase
TRIM71	BCL3	Wormbase
UBB	BCL3	Wormbase
VAC14	BCL3	Wormbase
KLHL8	BCO1	Wormbase
PIK3C3	BECN1	Wormbase
WDR81	BECN1	Wormbase
WDR91	BECN1	Wormbase
BEST4	BEST4	Wormbase
BHLHE23	BHLHE23	Wormbase
ZNF236	BHLHE23	Wormbase
CLIP1	BIN2	Wormbase
SYNE1	BIN2	Wormbase
ATP5IF1	BIRC5	Wormbase
CDX2	BIRC5	Wormbase
COL6A5	BIRC5	Wormbase
COPS5	BIRC5	Wormbase
GYS1	BIRC5	Wormbase
MCCC1	BIRC5	Wormbase
MGAM	BIRC5	Wormbase
NR2E3	BIRC5	Wormbase
NR4A1	BIRC5	Wormbase
RPLP0	BIRC5	Wormbase
SRPK3	BIRC5	Wormbase
TBX19	BIRC5	Wormbase
TRIM23	BIRC5	Wormbase
ZC4H2	BIRC5	Wormbase
YBX1	BIRC5	Wormbase
ZMYND11	BIRC5	Wormbase
ATR	BLM	Wormbase
CSNK1D	BLM	Wormbase
PCNA	BLM	Wormbase
TOP2A	BLM	Wormbase
VCP	BLM	Wormbase
BMPER	BMPER	Wormbase
CIT	BMPER	Wormbase
FCGBP	BMPER	Wormbase
SEC61A2	BMPER	Wormbase
TACO1	BMPER	Wormbase
TRAK1	BMPER	Wormbase
BMP5	BMPR1B	Wormbase
VPS35	BMPR1B	Wormbase
RPS27A	BOLA3	Wormbase
EYA2	BPTF	Wormbase
FOXO3	BPTF	Wormbase
HNF4A	BPTF	Wormbase
RORA	BPTF	Wormbase
SMARCC2	BPTF	Wormbase
ZBTB40	BPTF	Wormbase
PHLPP2	BRAP	Wormbase
BARD1	BRCA1	Wormbase
MSH5	BRCA1	Wormbase
UBE2D2	BRCA1	Wormbase
SIAH1	BRDT	Wormbase
SUMO1	BRDT	Wormbase
SYVN1	BRDT	Wormbase
UBE2I	BRDT	Wormbase
BRSK2	BRSK2	Wormbase
PPP1R9A	BRSK2	Wormbase
STRADA	BRSK2	Wormbase
D6RAR5	BSX	Wormbase
DBP	BSX	Wormbase
DMRT2	BSX	Wormbase
DMRTC2	BSX	Wormbase
EYA2	BSX	Wormbase
GLI2	BSX	Wormbase
HOXA5	BSX	Wormbase
IRX5	BSX	Wormbase
MECOM	BSX	Wormbase
RORA	BSX	Wormbase
TBX19	BSX	Wormbase
TBX6	BSX	Wormbase
ZBTB40	BSX	Wormbase
ZNF236	BSX	Wormbase
BTBD9	BTBD9	Wormbase
HPGDS	BTBD9	Wormbase
NACA4P	BTF3L4	Wormbase
BUB3	BUB1	Wormbase
CDC20	BUB1	Wormbase
PLK1	BUB1	Wormbase
BUB1	BUB3	Wormbase
ZNF207	BUB3	Wormbase
RBMX2	BUD13	Wormbase
ADH4	C16orf70	Wormbase
BCAS3	C16orf70	Wormbase
EIF2B1	C16orf70	Wormbase
AHCY	C1orf50	Wormbase
SHANK1	CACNA1F	Wormbase
AACS	CACTIN	Wormbase
ACACB	CACTIN	Wormbase
AQR	CACTIN	Wormbase
BMPER	CACTIN	Wormbase
BUD31	CACTIN	Wormbase
CCDC130	CACTIN	Wormbase
CDC40	CACTIN	Wormbase
CDC5L	CACTIN	Wormbase
CRNKL1	CACTIN	Wormbase
CRYAB	CACTIN	Wormbase
CSNK2A1	CACTIN	Wormbase
CXorf56	CACTIN	Wormbase
DHX8	CACTIN	Wormbase
EFTUD2	CACTIN	Wormbase
EPRS1	CACTIN	Wormbase
HSPA8	CACTIN	Wormbase
ISY1	CACTIN	Wormbase
MAPRE1	CACTIN	Wormbase
MLYCD	CACTIN	Wormbase
MRPS2	CACTIN	Wormbase
PPIE	CACTIN	Wormbase
PPIG	CACTIN	Wormbase
PRPF19	CACTIN	Wormbase
PRPF8	CACTIN	Wormbase
RBM22	CACTIN	Wormbase
RPL10A	CACTIN	Wormbase
RPL19	CACTIN	Wormbase
RPL23	CACTIN	Wormbase
RPL23A	CACTIN	Wormbase
RPL27A	CACTIN	Wormbase
RPL3	CACTIN	Wormbase
RPL36	CACTIN	Wormbase
RPL4	CACTIN	Wormbase
RPLP0	CACTIN	Wormbase
RPLP2	CACTIN	Wormbase
RPS15	CACTIN	Wormbase
RPS19	CACTIN	Wormbase
RPS20	CACTIN	Wormbase
RPS25	CACTIN	Wormbase
RPS27A	CACTIN	Wormbase
RPS3A	CACTIN	Wormbase
RPS8	CACTIN	Wormbase
RPSA	CACTIN	Wormbase
SLC25A3	CACTIN	Wormbase
SNRNP40	CACTIN	Wormbase
SNRPA1	CACTIN	Wormbase
SNRPE	CACTIN	Wormbase
SNW1	CACTIN	Wormbase
SRRM2	CACTIN	Wormbase
XAB2	CACTIN	Wormbase
AGTPBP1	CALM3	Wormbase
AKT1	CALM3	Wormbase
ARF6	CALM3	Wormbase
CACNA1F	CALM3	Wormbase
CAMK1	CALM3	Wormbase
CAMKK1	CALM3	Wormbase
CSMD3	CALM3	Wormbase
CTSF	CALM3	Wormbase
DDX23	CALM3	Wormbase
DDX60	CALM3	Wormbase
DRD3	CALM3	Wormbase
EEF2K	CALM3	Wormbase
GLRB	CALM3	Wormbase
GOLGA4	CALM3	Wormbase
HSF1	CALM3	Wormbase
HSPA8	CALM3	Wormbase
MESD	CALM3	Wormbase
MGAT5	CALM3	Wormbase
MRPL51	CALM3	Wormbase
MRPL53	CALM3	Wormbase
MYH10	CALM3	Wormbase
MYO15A	CALM3	Wormbase
NAV2	CALM3	Wormbase
NDUFAF1	CALM3	Wormbase
NRDE2	CALM3	Wormbase
NUP54	CALM3	Wormbase
OSBPL9	CALM3	Wormbase
PDE1C	CALM3	Wormbase
PDZD8	CALM3	Wormbase
PIP5K1A	CALM3	Wormbase
PPP3CA	CALM3	Wormbase
PPP4R3A	CALM3	Wormbase
RPL7A	CALM3	Wormbase
SMC6	CALM3	Wormbase
SOS1	CALM3	Wormbase
SPTAN1	CALM3	Wormbase
SRGAP3	CALM3	Wormbase
STK11	CALM3	Wormbase
TMEM144	CALM3	Wormbase
TNNI1	CALM3	Wormbase
TNNI2	CALM3	Wormbase
UGT2B11	CALM3	Wormbase
UNC13B	CALM3	Wormbase
VPS13D	CALM3	Wormbase
ZC3H15	CALM3	Wormbase
WDR24	CALM3	Wormbase
ZC4H2	CALM3	Wormbase
RAF1	CAMK1	Wormbase
CAMK2D	CAMK2D	Wormbase
FOXO3	CAMK2D	Wormbase
KCNH5	CAMK2D	Wormbase
CAMK1	CAMKK1	Wormbase
GET3	CANT1	Wormbase
SGTA	CANT1	Wormbase
CAPZB	CAPZA1	Wormbase
KALRN	CARMIL1	Wormbase
APBA1	CASK	Wormbase
LIN7B	CASK	Wormbase
PPFIA2	CASK	Wormbase
ACAP2	CASP3	Wormbase
ACSL1	CASP3	Wormbase
ACTB	CASP3	Wormbase
ACTG1	CASP3	Wormbase
ANKRD49	CASP3	Wormbase
APAF1	CASP3	Wormbase
ATE1	CASP3	Wormbase
BCL2L2	CASP3	Wormbase
BMPER	CASP3	Wormbase
CALU	CASP3	Wormbase
CAPN8	CASP3	Wormbase
CASP3	CASP3	Wormbase
CD2BP2	CASP3	Wormbase
CNN1	CASP3	Wormbase
CRISP2	CASP3	Wormbase
CTSB	CASP3	Wormbase
DICER1	CASP3	Wormbase
DIS3L2	CASP3	Wormbase
DNM1L	CASP3	Wormbase
EHMT1	CASP3	Wormbase
EIF5	CASP3	Wormbase
EIF5A	CASP3	Wormbase
FCGBP	CASP3	Wormbase
FEM1C	CASP3	Wormbase
GART	CASP3	Wormbase
GARS1	CASP3	Wormbase
HGS	CASP3	Wormbase
KALRN	CASP3	Wormbase
LAMC1	CASP3	Wormbase
LIN28B	CASP3	Wormbase
MDH1	CASP3	Wormbase
MYH6	CASP3	Wormbase
PAX5	CASP3	Wormbase
PCK2	CASP3	Wormbase
PDE4D	CASP3	Wormbase
PDIA3	CASP3	Wormbase
PKM	CASP3	Wormbase
PLIN4	CASP3	Wormbase
EPRS1	CASP3	Wormbase
QARS1	CASP3	Wormbase
RHOA	CASP3	Wormbase
RPS5	CASP3	Wormbase
RRP15	CASP3	Wormbase
RRP9	CASP3	Wormbase
SART1	CASP3	Wormbase
SCP2	CASP3	Wormbase
SF3A1	CASP3	Wormbase
SF3A3	CASP3	Wormbase
STIM1	CASP3	Wormbase
TP53BP1	CASP3	Wormbase
TUBA1C	CASP3	Wormbase
TUBB	CASP3	Wormbase
UBR2	CASP3	Wormbase
UGT8	CASP3	Wormbase
UNK	CASP3	Wormbase
XKR6	CASP3	Wormbase
ZC3H14	CASP3	Wormbase
RYR2	CASQ1	Wormbase
CAV1	CAV1	Wormbase
UBC	CAV1	Wormbase
CDX2	CBL	Wormbase
HPRT1	CBL	Wormbase
SORBS3	CBL	Wormbase
UBXN1	CBL	Wormbase
CBS	CBS	Wormbase
EGLN1	CBS	Wormbase
TBX19	CBX2	Wormbase
CBX5	CBX3	Wormbase
H1-0	CBX3	Wormbase
HDAC1	CBX3	Wormbase
ISL2	CBX3	Wormbase
KDM1A	CBX3	Wormbase
RCOR2	CBX3	Wormbase
ZNF280B	CBX3	Wormbase
CBX5	CBX5	Wormbase
L3MBTL2	CBX5	Wormbase
LIN54	CBX5	Wormbase
PRDM16	CBX5	Wormbase
MYO5A	CC2D1A	Wormbase
CCDC186	CCDC186	Wormbase
RAB2B	CCDC186	Wormbase
SGTA	CCDC47	Wormbase
ARHGAP23	CCDC85A	Wormbase
CTNND2	CCDC85A	Wormbase
CDK1	CCNB1	Wormbase
GFPT2	CCNB1	Wormbase
PUM1	CCNB1	Wormbase
AARS1	CCNE1	Wormbase
CDK3	CCNE1	Wormbase
CDKN1C	CCNE1	Wormbase
NOVA2	CCNE1	Wormbase
SPOP	CCNE1	Wormbase
TCF3	CCNE1	Wormbase
TPM1	CCNE1	Wormbase
ZFP36L1	CCNT1	Wormbase
CDK16	CCNY	Wormbase
CCT4	CCT2	Wormbase
CCT3	CCT6A	Wormbase
U2AF2	CD2BP2	Wormbase
MAD2L1	CDC20	Wormbase
CDX2	CDC23	Wormbase
TPT1	CDC23	Wormbase
YWHAZ	CDC23	Wormbase
FBXW11	CDC25A	Wormbase
FBXW11	CDC25C	Wormbase
OTX1	CDC25C	Wormbase
TFDP1	CDC25C	Wormbase
CCAR2	CDC37	Wormbase
CDK9	CDC37	Wormbase
COL6A5	CDC37	Wormbase
DYRK2	CDC37	Wormbase
HSP90AA1	CDC37	Wormbase
KLHL8	CDC37	Wormbase
BLM	CDC42	Wormbase
CHN2	CDC42	Wormbase
PARD6A	CDC42	Wormbase
VCP	CDC42	Wormbase
KPNA4	CDC6	Wormbase
CDX2	CDK1	Wormbase
CKS1B	CDK1	Wormbase
JUP	CDK1	Wormbase
FZR1	CDK4	Wormbase
RBL2	CDK4	Wormbase
APBA1	CDK5	Wormbase
DDRGK1	CDK5RAP3	Wormbase
UFL1	CDK5RAP3	Wormbase
FAF1	CDT1	Wormbase
LMNB1	CDT1	Wormbase
ATF5	CEBPG	Wormbase
CEBPG	CEBPG	Wormbase
DBP	CEBPG	Wormbase
HLF	CEBPG	Wormbase
NFIL3	CEBPG	Wormbase
CDX2	CES2	Wormbase
KIFC3	CES4A	Wormbase
TNPO1	CES4A	Wormbase
DAB1	CES5A	Wormbase
HNF4A	CES5A	Wormbase
ZBTB40	CHD5	Wormbase
ZNF236	CHD8	Wormbase
ATP6AP2	CHEK1	Wormbase
NADK2	CHEK1	Wormbase
RAB5B	CHM	Wormbase
CHMP4B	CHMP4B	Wormbase
SNF8	CHMP6	Wormbase
VPS25	CHMP6	Wormbase
TTN	CHORDC1	Wormbase
CHSY3	CHPF	Wormbase
TMCC1	CHPF	Wormbase
EPB41L1	CHRM3	Wormbase
LMNB1	CHRNA10	Wormbase
CHRNA3	CHRNA3	Wormbase
CUBN	CHRNA3	Wormbase
CHRNB2	CHRNA6	Wormbase
DBP	CIC	Wormbase
DMRT2	CIC	Wormbase
MAX	CIC	Wormbase
NR2E3	CIC	Wormbase
ZNF236	CIC	Wormbase
CIR1	CIR1	Wormbase
CWC25	CIR1	Wormbase
NKAPL	CIR1	Wormbase
RBMX2	CIR1	Wormbase
ZBTB40	CIR1	Wormbase
GET3	CKB	Wormbase
CDK1	CKS1B	Wormbase
EIF2B1	CKS1B	Wormbase
RAF1	CKS1B	Wormbase
TAT	CKS1B	Wormbase
TRIM23	CKS1B	Wormbase
SLC4A1AP	CKS2	Wormbase
TAT	CKS2	Wormbase
ACTG1	CLASP2	Wormbase
PSMB1	CLP1	Wormbase
SFSWAP	CLP1	Wormbase
UMPS	CLPTM1	Wormbase
SGTA	CLSTN1	Wormbase
CLTC	CLTC	Wormbase
DENND1A	CLTC	Wormbase
CNGA1	CNGA1	Wormbase
CNGA2	CNGA1	Wormbase
CNGB3	CNGA1	Wormbase
CNGB3	CNGA2	Wormbase
CNOT6L	CNOT1	Wormbase
CNOT7	CNOT1	Wormbase
CNOT2	CNOT3	Wormbase
CNOT1	CNOT7	Wormbase
CNOT6L	CNOT7	Wormbase
RNF212B	CNTD1	Wormbase
VPS39	CNTNAP5	Wormbase
ACTN2	COG3	Wormbase
COG2	COG3	Wormbase
LMNB2	COG3	Wormbase
MYH6	COG3	Wormbase
PPP1R21	COG3	Wormbase
SGK1	COG3	Wormbase
COG2	COG4	Wormbase
COL15A1	COL15A1	Wormbase
COL1A2	COL21A1	Wormbase
LDB3	COL21A1	Wormbase
LMNB1	COL6A5	Wormbase
GET3	COLGALT1	Wormbase
SGTA	COLGALT1	Wormbase
UBQLN1	COLGALT1	Wormbase
COPA	COPB2	Wormbase
LSM14A	COPB2	Wormbase
COPA	COPE	Wormbase
ACTN2	COPS2	Wormbase
CLTC	COPS2	Wormbase
COPS2	COPS2	Wormbase
COPS3	COPS2	Wormbase
COPS4	COPS2	Wormbase
COPS5	COPS2	Wormbase
COPS6	COPS2	Wormbase
EIF3M	COPS2	Wormbase
GPS1	COPS2	Wormbase
CDX2	COPS4	Wormbase
COPS2	COPS4	Wormbase
COPS6	COPS4	Wormbase
EIF3M	COPS4	Wormbase
GMCL1	COPS4	Wormbase
HGS	COPS4	Wormbase
NUP98	COPS4	Wormbase
SEC16A	COPS4	Wormbase
COPS2	COPS5	Wormbase
COPS3	COPS5	Wormbase
COPS4	COPS5	Wormbase
COPS5	COPS5	Wormbase
COPS6	COPS5	Wormbase
CUL3	COPS5	Wormbase
DDX4	COPS5	Wormbase
EIF3M	COPS5	Wormbase
GPS1	COPS5	Wormbase
COPS4	COPS6	Wormbase
EIF3M	CPE	Wormbase
PUM2	CPEB3	Wormbase
TOB1	CPEB3	Wormbase
CTDSP1	CPNE5	Wormbase
FHL2	CPNE5	Wormbase
PARVA	CPNE5	Wormbase
IST1	CPNE8	Wormbase
NOTCH2	CPSF4	Wormbase
TRIM71	CPSF4	Wormbase
CPSF7	CPSF7	Wormbase
RBM25	CPT1B	Wormbase
CREB1	CREB1	Wormbase
LHX1	CREB1	Wormbase
LHX5	CREB1	Wormbase
THOC1	CREB1	Wormbase
CREB3L1	CREB3L1	Wormbase
CHRNA3	CRELD1	Wormbase
ACTB	CRIM1	Wormbase
ADAMTS6	CRIM1	Wormbase
COL6A3	CRIM1	Wormbase
CRIM1	CRIM1	Wormbase
HMCN1	CRIM1	Wormbase
MEGF6	CRIM1	Wormbase
PI16	CRIM1	Wormbase
PLSCR1	CRIM1	Wormbase
SVEP1	CRIM1	Wormbase
TFPI	CRIM1	Wormbase
TYR	CRIM1	Wormbase
APBA1	CRIP1	Wormbase
COPS5	CRIP1	Wormbase
DYNC1I1	CRIP1	Wormbase
APC	CRK	Wormbase
DOCK1	CRK	Wormbase
CREB1	CRTC1	Wormbase
D6RAR5	CRTC1	Wormbase
TBX19	CRTC1	Wormbase
DMRT2	CRX	Wormbase
ZNF236	CRX	Wormbase
CRYAB	CRYAB	Wormbase
KLHL8	CRYAB	Wormbase
DLAT	CSE1L	Wormbase
ATR	CSNK1D	Wormbase
BLM	CSNK1D	Wormbase
CSNK1D	CSNK1D	Wormbase
PCNA	CSNK1D	Wormbase
SPATA20	CSNK1D	Wormbase
CSNK2B	CSNK2A1	Wormbase
DDX6	CSNK2A1	Wormbase
INCENP	CSNK2A1	Wormbase
KIF23	CSNK2A1	Wormbase
PLK1	CSNK2A1	Wormbase
RACGAP1	CSNK2A1	Wormbase
SFPQ	CSTF2	Wormbase
UBQLN1	CSTF2	Wormbase
ZNF622	CTCF	Wormbase
FHL2	CTDSP1	Wormbase
AFDN	CTNNA2	Wormbase
CTNND2	CTNNA2	Wormbase
FAT1	CTNNA2	Wormbase
JUP	CTNNA2	Wormbase
MAGI3	CTNNA2	Wormbase
SRGAP3	CTNNA2	Wormbase
DTNB	CTNNAL1	Wormbase
KCNMA1	CTNNAL1	Wormbase
CCDC85A	CTNND2	Wormbase
EIF3M	CTSB	Wormbase
NUP98	CTSB	Wormbase
COL6A3	CTSH	Wormbase
ZFP36L1	CTSH	Wormbase
CUBN	CUBN	Wormbase
GRIA1	CUBN	Wormbase
CAND1	CUL1	Wormbase
SKP1	CUL1	Wormbase
ZER1	CUL1	Wormbase
CAND1	CUL2	Wormbase
ELOC	CUL2	Wormbase
FEM1C	CUL2	Wormbase
GLI2	CUL2	Wormbase
LRR1	CUL2	Wormbase
RBX1	CUL2	Wormbase
ZYG11B	CUL2	Wormbase
CAND1	CUL3	Wormbase
COPS5	CUL3	Wormbase
CUL3	CUL3	Wormbase
EIF3M	CUL3	Wormbase
GPS1	CUL3	Wormbase
KBTBD4	CUL3	Wormbase
KCTD10	CUL3	Wormbase
KCTD5	CUL3	Wormbase
KLHL28	CUL3	Wormbase
LMNB1	CUL3	Wormbase
NEDD8	CUL3	Wormbase
SPOP	CUL3	Wormbase
CAND1	CUL4A	Wormbase
DDB1	CUL4A	Wormbase
CAND1	CUL5	Wormbase
CUTC	CUTC	Wormbase
CCT5	CWC15	Wormbase
DHX38	CWC25	Wormbase
ZBTB40	CWC25	Wormbase
LGALS4	CYB561	Wormbase
NCKAP1	CYFIP1	Wormbase
GOPC	CYP2A6	Wormbase
SGTA	CYP2A6	Wormbase
SKP1	CYP4V2	Wormbase
TAMALIN	CYTH3	Wormbase
EPHB2	DAB1	Wormbase
RXRA	DACH2	Wormbase
ZNF236	DACH2	Wormbase
RAD51	DAGLB	Wormbase
CAMSAP1	DAPK1	Wormbase
ACTB	DBNL	Wormbase
CEBPG	DBP	Wormbase
DBP	DBP	Wormbase
DMRTA2	DBP	Wormbase
EYA2	DBP	Wormbase
FBP1	DBP	Wormbase
GLI2	DBP	Wormbase
NFIL3	DBP	Wormbase
SALL3	DBP	Wormbase
TBX19	DBP	Wormbase
ZBTB40	DBP	Wormbase
ZNF236	DBP	Wormbase
ZNF714	DBP	Wormbase
ERCC5	DCAF11	Wormbase
SKP1	DCAF11	Wormbase
EGLN1	DCAF7	Wormbase
ADAMTSL3	DCC	Wormbase
KALRN	DCC	Wormbase
PTPRE	DCC	Wormbase
SYDE2	DCC	Wormbase
TRIM9	DCC	Wormbase
ACTN2	DCLK1	Wormbase
DVL2	DCLK1	Wormbase
HMCN1	DCLK1	Wormbase
HMGCR	DCLK1	Wormbase
LMNB1	DCLK1	Wormbase
LMNB2	DCLK1	Wormbase
MAPRE1	DCLK1	Wormbase
NCAPH2	DCLK1	Wormbase
NDUFB10	DCLK1	Wormbase
NOTCH2	DCLK1	Wormbase
PRKN	DCLK1	Wormbase
PSMD3	DCLK1	Wormbase
TRIM71	DCLK1	Wormbase
ACTR1A	DCTN1	Wormbase
DCTN2	DCTN1	Wormbase
MAPK8IP3	DCTN1	Wormbase
ACTR1A	DCTN2	Wormbase
ATP5F1B	DCTN2	Wormbase
CEP97	DCTN2	Wormbase
COPS5	DCTN2	Wormbase
DCTN1	DCTN2	Wormbase
DCTN2	DCTN2	Wormbase
LMNA	DCTN2	Wormbase
RACK1	DCTN2	Wormbase
TPR	DCTN2	Wormbase
DYNLL2	DCTN4	Wormbase
BICD1	DCTN5	Wormbase
TRAK1	DCTN5	Wormbase
CDT1	DDB1	Wormbase
DCAF5	DDB1	Wormbase
DTL	DDB1	Wormbase
PCCB	DDB1	Wormbase
ZNF710	DDB1	Wormbase
DDHD1	DDHD1	Wormbase
DDR2	DDR2	Wormbase
SHC1	DDR2	Wormbase
UFL1	DDRGK1	Wormbase
UFM1	DDRGK1	Wormbase
JUP	DDX17	Wormbase
DDX3X	DDX3X	Wormbase
ACTN2	DDX3Y	Wormbase
CLTC	DDX3Y	Wormbase
COL4A6	DDX3Y	Wormbase
CPSF4	DDX3Y	Wormbase
DDX3Y	DDX3Y	Wormbase
DLG3	DDX3Y	Wormbase
EFTUD2	DDX3Y	Wormbase
HGS	DDX3Y	Wormbase
HNRNPH1	DDX3Y	Wormbase
LMNB1	DDX3Y	Wormbase
PABPN1	DDX3Y	Wormbase
RPRD2	DDX3Y	Wormbase
TPM1	DDX3Y	Wormbase
TRIM71	DDX3Y	Wormbase
USO1	DDX3Y	Wormbase
ZFP36L1	DDX3Y	Wormbase
WWP2	DDX3Y	Wormbase
ZFP36	DDX3Y	Wormbase
A0A3B3IS24	DDX4	Wormbase
AASS	DDX4	Wormbase
ABAT	DDX4	Wormbase
ABCB1	DDX4	Wormbase
ABCB7	DDX4	Wormbase
ABCB9	DDX4	Wormbase
ABCC5	DDX4	Wormbase
ABCD2	DDX4	Wormbase
ABCD3	DDX4	Wormbase
ABCD4	DDX4	Wormbase
ABCF1	DDX4	Wormbase
ABCF2	DDX4	Wormbase
ABCF3	DDX4	Wormbase
ABHD16A	DDX4	Wormbase
ABLIM2	DDX4	Wormbase
ACADM	DDX4	Wormbase
ACADSB	DDX4	Wormbase
ACAT1	DDX4	Wormbase
ACIN1	DDX4	Wormbase
ACO2	DDX4	Wormbase
ACOT1	DDX4	Wormbase
ACOT8	DDX4	Wormbase
ACOT9	DDX4	Wormbase
ACOX1	DDX4	Wormbase
ACP1	DDX4	Wormbase
ACP3	DDX4	Wormbase
ACSF2	DDX4	Wormbase
ACSF3	DDX4	Wormbase
ACSL1	DDX4	Wormbase
ACSL4	DDX4	Wormbase
ACTB	DDX4	Wormbase
ACTG1	DDX4	Wormbase
ACTN2	DDX4	Wormbase
ACTR2	DDX4	Wormbase
ACTR3	DDX4	Wormbase
ADAMTS6	DDX4	Wormbase
ADH4	DDX4	Wormbase
ADHFE1	DDX4	Wormbase
ADPGK	DDX4	Wormbase
ADSS2	DDX4	Wormbase
AFG3L2	DDX4	Wormbase
AGK	DDX4	Wormbase
AGO2	DDX4	Wormbase
AGO3	DDX4	Wormbase
AGPS	DDX4	Wormbase
AGXT2	DDX4	Wormbase
AHCY	DDX4	Wormbase
AHSA1	DDX4	Wormbase
AJM1	DDX4	Wormbase
AKAP1	DDX4	Wormbase
AKR1A1	DDX4	Wormbase
AKR1B10	DDX4	Wormbase
AKR1C4	DDX4	Wormbase
ALDH18A1	DDX4	Wormbase
ALDH2	DDX4	Wormbase
ALDH4A1	DDX4	Wormbase
ALDH6A1	DDX4	Wormbase
ALDOA	DDX4	Wormbase
ALG2	DDX4	Wormbase
ALYREF	DDX4	Wormbase
AMT	DDX4	Wormbase
ANK2	DDX4	Wormbase
ANLN	DDX4	Wormbase
ANXA13	DDX4	Wormbase
