Gene_name_A	Gene_name_B	type
MAPK1	ACTN2	Wormbase
MAPK1	COPS5	Wormbase
MAPK1	DHPS	Wormbase
MAPK1	DNAJA3	Wormbase
MAPK1	DUSP7	Wormbase
MAPK1	EFTUD2	Wormbase
MAPK1	GCDH	Wormbase
MAPK1	KLHL8	Wormbase
MAPK1	LMNB1	Wormbase
MAPK1	NFE2L3	Wormbase
MAPK1	PICK1	Wormbase
MAPK1	QKI	Wormbase
MAPK1	RANBP2	Wormbase
MAPK1	RBMX2	Wormbase
MAPK1	RPS6KA1	Wormbase
MAPK1	SNW1	Wormbase
MAPK1	STK25	Wormbase
MAPK1	VCL	Wormbase
MAPK10	ATF2	Wormbase
MAPK10	DDX4	Wormbase
MAPK10	FOXO3	Wormbase
MAPK10	JUNB	Wormbase
MAPK14	CAMK2D	Wormbase
MAPK14	CDX2	Wormbase
MAPK14	COPS5	Wormbase
MAPK14	GCDH	Wormbase
MAPK14	GYS1	Wormbase
MAPK14	HNF4A	Wormbase
MAPK14	KLHL8	Wormbase
MAPK14	NFIL3	Wormbase
MAPK14	NPAS4	Wormbase
MAPK14	RANBP2	Wormbase
MAPK14	RPS6KA5	Wormbase
MAPK14	RUNX3	Wormbase
MAPK14	SQSTM1	Wormbase
MAPK14	STRIP2	Wormbase
MAPK14	TIMM44	Wormbase
MAPK8IP3	DYM	Wormbase
MAPK8IP3	DYNC1LI2	Wormbase
MAPRE3	KLHL8	Wormbase
MAPRE3	SIAH1	Wormbase
MARK2	MYH10	Wormbase
MARK2	ZFP36L2	Wormbase
MARS1	RPL7	Wormbase
SLA2	RPL7	Wormbase
MARS1	LARS1	Wormbase
SLA2	LARS1	Wormbase
MARS1	RPL7A	Wormbase
SLA2	RPL7A	Wormbase
MARS1	IARS1	Wormbase
SLA2	IARS1	Wormbase
MARS1	QARS1	Wormbase
SLA2	QARS1	Wormbase
MARS1	RPL13A	Wormbase
SLA2	RPL13A	Wormbase
MARS1	RARS1	Wormbase
SLA2	RARS1	Wormbase
MARS1	RPL31	Wormbase
SLA2	RPL31	Wormbase
MARS1	RPL9P7;	Wormbase
SLA2	RPL9P7;	Wormbase
MARS1	RPS16	Wormbase
SLA2	RPS16	Wormbase
MARS1	RPL10A	Wormbase
SLA2	RPL10A	Wormbase
MARS1	EPRS1	Wormbase
SLA2	EPRS1	Wormbase
MARS1	RPS6	Wormbase
SLA2	RPS6	Wormbase
MARS1	RPS3	Wormbase
SLA2	RPS3	Wormbase
MARS1	RPL6	Wormbase
SLA2	RPL6	Wormbase
MARS1	RPSA	Wormbase
SLA2	RPSA	Wormbase
MARS1	RPL18	Wormbase
SLA2	RPL18	Wormbase
MARS1	VARS1	Wormbase
SLA2	VARS1	Wormbase
MARS1	RPS18	Wormbase
SLA2	RPS18	Wormbase
MARS1	HSP90AA1	Wormbase
SLA2	HSP90AA1	Wormbase
MARS1	RPS2	Wormbase
SLA2	RPS2	Wormbase
MARS1	RPL19	Wormbase
SLA2	RPL19	Wormbase
MARS1	RPS4X	Wormbase
SLA2	RPS4X	Wormbase
MARS1	RPL5	Wormbase
SLA2	RPL5	Wormbase
MARS1	RPS14	Wormbase
SLA2	RPS14	Wormbase
MARS1	RPL4	Wormbase
SLA2	RPL4	Wormbase
MARS1	RPS5	Wormbase
SLA2	RPS5	Wormbase
MARS1	RPL13	Wormbase
SLA2	RPL13	Wormbase
MARS1	KARS1	Wormbase
SLA2	KARS1	Wormbase
MARS1	RPL3	Wormbase
SLA2	RPL3	Wormbase
MAST4	ACLY	Wormbase
MAST4	ADAMTS6	Wormbase
MAST4	ANK1	Wormbase
MAST4	BMP1	Wormbase
MAST4	CCAR2	Wormbase
MAST4	CPNE5	Wormbase
MAST4	CTSB	Wormbase
MAST4	CYLD	Wormbase
MAST4	ERP44	Wormbase
MAST4	HIF1A	Wormbase
MAST4	HNF4A	Wormbase
MAST4	HSPG2	Wormbase
MAST4	MPRIP	Wormbase
MAST4	NID1	Wormbase
MAST4	PPP1R12B	Wormbase
MAST4	PTEN	Wormbase
MAST4	RAB3GAP1	Wormbase
MAST4	RCOR3	Wormbase
MAST4	RPSA	Wormbase
MAST4	SESTD1	Wormbase
MAST4	SLIT1	Wormbase
MAST4	SPOP	Wormbase
MAST4	SQSTM1	Wormbase
MAST4	TFDP1	Wormbase
MAST4	TFPI	Wormbase
MAST4	WFDC8	Wormbase
MAST4	ZNF710	Wormbase
MATN2	STAT5B	Wormbase
MAX	TDP2	Wormbase
MAX	ZBTB40	Wormbase
MAX	ZNF236	Wormbase
MCM3	MCM7	Wormbase
MCM6	FBLN1	Wormbase
MCM6	MCM2	Wormbase
MCM6	MCM4	Wormbase
MCM6	PIH1D1	Wormbase
MCM6	TPM1	Wormbase
MED13L	TBX19	Wormbase
MED17	D6RAR5	Wormbase
MED22	TBX19	Wormbase
MED31	ZBTB12	Wormbase
MED7	MED10	Wormbase
MED8	CASKIN1	Wormbase
MED8	DBP	Wormbase
MED8	DLX6	Wormbase
MED8	DMRTC2	Wormbase
MED8	ESR1	Wormbase
MED8	EYA2	Wormbase
MED8	FOXO3	Wormbase
MED8	HIF1A	Wormbase
MED8	HNF4A	Wormbase
MED8	LHX5	Wormbase
MED8	MAX	Wormbase
MED8	MEIS1	Wormbase
MED8	MXI1	Wormbase
MED8	NFIB	Wormbase
MED8	PEX5	Wormbase
MED8	RORA	Wormbase
MED8	TFAP2B	Wormbase
MED8	ZFP36L2	Wormbase
MED8	ZNF23	Wormbase
MED8	ZNF236	Wormbase
MED8	ZNF761	Wormbase
MED8	ZNF714	Wormbase
MEF2A	HDAC7	Wormbase
MEGF11	AP2A2	Wormbase
MEGF11	AP2M1	Wormbase
MEGF11	GULP1	Wormbase
MEGF11	SNX2	Wormbase
MEGF11	SNX6	Wormbase
MEIS1	DMRT2	Wormbase
MEIS1	DMRTC2	Wormbase
MEIS1	DRAP1	Wormbase
MEIS1	GATA4	Wormbase
MEIS1	HMX3	Wormbase
MEIS1	LHX1	Wormbase
MEIS1	LHX5	Wormbase
MEIS1	MECOM	Wormbase
MEIS1	PBX2	Wormbase
MET	MAP3K9	Wormbase
MET	SHC1	Wormbase
MET	TNS1	Wormbase
METTL5	CDX2	Wormbase
METTL9	CACFD1	Wormbase
METTL9	MCTP2	Wormbase
METTL9	TMX1	Wormbase
MEX3A	EIF4ENIF1	Wormbase
MEX3A	ZFP36	Wormbase
MEX3A	ZFP36L2	Wormbase
MFAP1	KRR1	Wormbase
MFAP1	PRPF38A	Wormbase
MFAP1	RAPH1	Wormbase
MFAP1	RPS6	Wormbase
MFAP1	RRP36	Wormbase
MFAP1	SYF2	Wormbase
MFRP	ABL1	Wormbase
MKRN2	LHX5	Wormbase
MKRN2	ZNF236	Wormbase
MLH1	NUCB2	Wormbase
MLH1	RPL23	Wormbase
MLLT10	AP2B1	Wormbase
MLLT10	DMRTC2	Wormbase
MLLT10	DOT1L	Wormbase
MLLT10	GAPDH	Wormbase
MLLT10	HSP90AA1	Wormbase
MLLT10	HSPA8	Wormbase
MLLT10	LHX5	Wormbase
MLLT10	MCM3	Wormbase
MLLT10	MEIS1	Wormbase
MLLT10	RFC2	Wormbase
MLLT10	SLC25A5	Wormbase
MLLT10	ZFR2	Wormbase
MLXIP	DBP	Wormbase
MLXIP	DMRT2	Wormbase
MLXIP	EYA2	Wormbase
MLXIP	HNF4A	Wormbase
MLXIP	LHX5	Wormbase
MLXIP	PITX1	Wormbase
MLXIP	ZNF236	Wormbase
MLYCD	WWP2	Wormbase
MMADHC	CDA	Wormbase
MMADHC	MTR	Wormbase
MMADHC	PCCB	Wormbase
MMADHC	ZNF710	Wormbase
MMS19	PGK1	Wormbase
MNX1	HNF4G	Wormbase
MNX1	NR4A1	Wormbase
MOGAT2	SLC27A4	Wormbase
MON1A	CCZ1	Wormbase
MON1A	RAB7A	Wormbase
MON1A	RABGEF1	Wormbase
MON1A	VPS18	Wormbase
MON1A	VPS11	Wormbase
MORF4L1	ACAD9	Wormbase
MORF4L1	ACADM	Wormbase
MORF4L1	ACADSB	Wormbase
MORF4L1	ACSF2	Wormbase
MORF4L1	AGO3	Wormbase
MORF4L1	AGO4	Wormbase
MORF4L1	AKAP1	Wormbase
MORF4L1	ALDH4A1	Wormbase
MORF4L1	ALDH7A1	Wormbase
MORF4L1	ASGR1	Wormbase
MORF4L1	C3orf33	Wormbase
MORF4L1	CBX2	Wormbase
MORF4L1	CDC5L	Wormbase
MORF4L1	CEBPG	Wormbase
MORF4L1	COL6A3	Wormbase
MORF4L1	COQ8A	Wormbase
MORF4L1	CPT2	Wormbase
MORF4L1	CRYAB	Wormbase
MORF4L1	CSNK2B	Wormbase
MORF4L1	CXorf56	Wormbase
MORF4L1	CXXC1	Wormbase
MORF4L1	DDX20	Wormbase
MORF4L1	DDX24	Wormbase
MORF4L1	DDX4	Wormbase
MORF4L1	DDX6	Wormbase
MORF4L1	DMAC2	Wormbase
MORF4L1	DYNLL2	Wormbase
MORF4L1	ECHS1	Wormbase
MORF4L1	EIF3D	Wormbase
MORF4L1	EPB41L1	Wormbase
MORF4L1	ESR1	Wormbase
MORF4L1	GATA4	Wormbase
MORF4L1	GLRX5	Wormbase
MORF4L1	GLUD1	Wormbase
MORF4L1	H3F3A;	Wormbase
MORF4L1	HDAC1	Wormbase
MORF4L1	HECTD1	Wormbase
MORF4L1	HNF4A	Wormbase
MORF4L1	HNRNPA1L2	Wormbase
MORF4L1	HNRNPL	Wormbase
MORF4L1	IDH2	Wormbase
MORF4L1	KANSL3	Wormbase
MORF4L1	LARP1	Wormbase
MORF4L1	LSM14A	Wormbase
MORF4L1	ME3	Wormbase
MORF4L1	MEX3A	Wormbase
MORF4L1	MORC1	Wormbase
MORF4L1	MRPL13	Wormbase
MORF4L1	MRPL3	Wormbase
MORF4L1	MRPL45	Wormbase
MORF4L1	MRPL9	Wormbase
MORF4L1	MRPS35	Wormbase
MORF4L1	NDUFB9	Wormbase
MORF4L1	NOM1	Wormbase
MORF4L1	NOP2	Wormbase
MORF4L1	NR1I2	Wormbase
MORF4L1	NSD2	Wormbase
MORF4L1	OAT	Wormbase
MORF4L1	OGT	Wormbase
MORF4L1	OTOG	Wormbase
MORF4L1	PABPC1	Wormbase
MORF4L1	PARP1	Wormbase
MORF4L1	PRKCH	Wormbase
MORF4L1	PTCD3	Wormbase
MORF4L1	PUM1	Wormbase
MORF4L1	PUM2	Wormbase
MORF4L1	PURA	Wormbase
MORF4L1	RBM25	Wormbase
MORF4L1	RCC1	Wormbase
MORF4L1	RLIM	Wormbase
MORF4L1	RNASEH1	Wormbase
MORF4L1	RNF20	Wormbase
MORF4L1	RNF8	Wormbase
MORF4L1	RPA2	Wormbase
MORF4L1	RPLP1	Wormbase
MORF4L1	RUVBL2	Wormbase
MORF4L1	SATB1	Wormbase
MORF4L1	SCO1	Wormbase
MORF4L1	SETD5	Wormbase
MORF4L1	SIN3A	Wormbase
MORF4L1	SLC8A1	Wormbase
MORF4L1	STOML2	Wormbase
MORF4L1	SUMO1	Wormbase
MORF4L1	TENT2	Wormbase
MORF4L1	TIA1	Wormbase
MORF4L1	USP7	Wormbase
MORF4L1	YBX1	Wormbase
MORF4L1	WDR5	Wormbase
MORF4L1	WDR83	Wormbase
MORF4L1	XAB2	Wormbase
MORF4L1	XRCC6	Wormbase
MORF4L1	XRN2	Wormbase
MORF4L1	ZFP36L1	Wormbase
MOSPD1	FGD2	Wormbase
MOSPD1	PLIN4	Wormbase
MPP7	PAX6	Wormbase
MPP7	PHOX2A	Wormbase
MPP7	PICALM	Wormbase
MPP7	TRIM23	Wormbase
MPP7	ZNF236	Wormbase
MPPED2	CLUAP1	Wormbase
MPPED2	GCH1	Wormbase
MPPED2	NOS1AP	Wormbase
MPPED2	TSC22D3	Wormbase
MRE11	DYNLT3	Wormbase
MRPL12	TRIM4	Wormbase
MRPL12	UMPS	Wormbase
MRPL16	CDX2	Wormbase
MRPS17	BBS5	Wormbase
MRPS17	SH3BP5	Wormbase
MRPS25	MRPS17	Wormbase
MSH5	BARD1	Wormbase
MSX1	TBX19	Wormbase
MSX1	ZNF236	Wormbase
MTA3	TBX19	Wormbase
MTG2	GLUL	Wormbase
MTM1	SNX33	Wormbase
MTMR6	KCNN3	Wormbase
MTOR	RICTOR	Wormbase
MTOR	RPTOR	Wormbase
MTOR	RRAGA	Wormbase
MTOR	RRAGD	Wormbase
MTPAP	ATP5F1B	Wormbase
MTPAP	CCT5	Wormbase
MTPAP	COPA	Wormbase
MTPAP	COPB2	Wormbase
MTPAP	CPSF1	Wormbase
MTPAP	CRYAB	Wormbase
MTPAP	DDX6	Wormbase
MTPAP	DLST	Wormbase
MTPAP	EEF2	Wormbase
MTPAP	HSPA9	Wormbase
MTPAP	NAP1L1	Wormbase
MTPAP	PDE8B	Wormbase
MTPAP	PSMA7	Wormbase
MTPAP	PSMD1	Wormbase
MTPAP	PSMD3	Wormbase
MTPAP	PSMD7	Wormbase
MTPAP	RPL19	Wormbase
MTPAP	RPL26	Wormbase
MTPAP	RPL28	Wormbase
MTPAP	RPL32	Wormbase
MTPAP	RPL34	Wormbase
MTPAP	RPL9P7;	Wormbase
MTPAP	SMARCC2	Wormbase
MTPAP	YBX1	Wormbase
MTX1	SGTA	Wormbase
MTX2	CRYAB	Wormbase
MTX2	TRAK1	Wormbase
MVB12B	TSG101	Wormbase
MYCBP2	SYNE1	Wormbase
MYH7	MYL6	Wormbase
MYL1	PICK1	Wormbase
MYL12B	VPS39	Wormbase
MYLPF	MYH6	Wormbase
MYLPF	MYL6	Wormbase
MYO6	GIPC1	Wormbase
MYO6	GIPC3	Wormbase
MYO9B	CDC42	Wormbase
MYO9B	RHOA	Wormbase
MYRF	DVL2	Wormbase
MYRF	HMX3	Wormbase
MYRF	NR2C2	Wormbase
MYRF	ZNF236	Wormbase
NAA25	BCHE	Wormbase
NAA25	CHMP1B	Wormbase
NAA25	CLTA	Wormbase
NAA25	COL21A1	Wormbase
NAA25	COL6A3	Wormbase
NAA25	COL6A5	Wormbase
NAA25	COX6A1	Wormbase
NAA25	DDX3Y	Wormbase
NAA25	EEF2	Wormbase
NAA25	HNRNPF	Wormbase
NAA25	KPNB1	Wormbase
NAA25	MMP28	Wormbase
NAA25	P4HTM	Wormbase
NAA25	PRPF19	Wormbase
NAA25	RACK1	Wormbase
NAA25	RPL27A	Wormbase
NAA25	RPL9P7;	Wormbase
NAA25	RPLP1	Wormbase
NAA25	RPS13	Wormbase
NAA25	RPS6	Wormbase
NAA25	SUCLA2	Wormbase
NAA25	TLK2	Wormbase
NAA25	ZC3H10	Wormbase
NAB1	ZNF362	Wormbase
NAP1L1	FOXO3	Wormbase
NASP	HDAC1	Wormbase
NASP	ZNF324	Wormbase
NAV2	ABI1	Wormbase
NCAPD3	LMNB1	Wormbase
NCAPD3	NCAPG2	Wormbase
NCAPH2	NCAPD3	Wormbase
NCAPH2	SMC2	Wormbase
NCK2	ENAH	Wormbase
NDC1	COPS5	Wormbase
NDC80	NOVA2	Wormbase
NDUFS3	EIF2B1	Wormbase
NDUFV2	CDX2	Wormbase
NEFL	LMNB2	Wormbase
NEK8	BTBD2	Wormbase
NEK8	CLTC	Wormbase
NEK8	FBXW7	Wormbase
NEK8	TPM1	Wormbase
NEK8	USO1	Wormbase
NEUROD1	MEIS1	Wormbase
NEUROD1	ZNF236	Wormbase
NEUROG3	ZNF236	Wormbase
NFE2L3	DCAF11	Wormbase
NFE2L3	PGAM5	Wormbase
NFIB	ZNF236	Wormbase
NFIL3	CSNK2B	Wormbase
NFIL3	DLX6	Wormbase
NFIL3	DMRTC2	Wormbase
NFIL3	IRF2BP2	Wormbase
NFIL3	LHX5	Wormbase
NFIL3	TRMT13	Wormbase
NFYB	DRAP1	Wormbase
NFYB	NFYC	Wormbase
NFYC	HMX3	Wormbase
NFYC	MECOM	Wormbase
NFYC	ZNF236	Wormbase
NKX1-1	TBX19	Wormbase
NKX1-1	ZNF236	Wormbase
NKX2-4	DBP	Wormbase
NKX2-4	ZNF236	Wormbase
NKX2-6	DBP	Wormbase
NKX2-6	DMRTC2	Wormbase
NKX2-6	EYA2	Wormbase
NKX2-6	FMNL2	Wormbase
NKX2-6	FOXO3	Wormbase
NKX2-6	GLI2	Wormbase
NKX2-6	HOXA5	Wormbase
NKX2-6	IRX5	Wormbase
NKX2-6	ISL2	Wormbase
NKX2-6	LHX5	Wormbase
NKX2-6	MEIS1	Wormbase
NKX2-6	TBX6	Wormbase
NKX2-6	VDR	Wormbase
NKX2-6	ZFP36L1	Wormbase
NKX2-6	ZNF236	Wormbase
NKX6-2	HOXB6	Wormbase
NLGN4Y	GABRB1	Wormbase
NLK	ACTB	Wormbase
NLK	EDC4	Wormbase
NLK	ERC2	Wormbase
NLK	GMEB1	Wormbase
NLK	TCF7L2	Wormbase
NLK	TUBB	Wormbase
NLK	ZNF324	Wormbase
NOP58	NOP56	Wormbase
NOTCH2	DYNLT3	Wormbase
NOTCH2	SUPT6H	Wormbase
NPAS3	ARNT2	Wormbase
NPAS4	ZNF236	Wormbase
NPEPL1	FABP3	Wormbase
NPFFR2	RARB	Wormbase
NPLOC4	ELOC	Wormbase
NPY1R	GCH1	Wormbase
NPY1R	TSC22D3	Wormbase
NPY2R	UBB	Wormbase
NR1H3	HNF4A	Wormbase
NR1I2	TBX19	Wormbase
NR2C2	DBP	Wormbase
NR2C2	RXRA	Wormbase
NR2C2	ZBTB40	Wormbase
NR2C2	ZNF236	Wormbase
NR2E1	CDX2	Wormbase
NR2E1	CEBPG	Wormbase
NR2E1	DBP	Wormbase
NR2E1	DMRTC2	Wormbase
NR2E1	DRAP1	Wormbase
NR2E1	EYA2	Wormbase
NR2E1	GATA4	Wormbase
NR2E1	GSPT2	Wormbase
NR2E1	HIF1A	Wormbase
NR2E1	HNF4A	Wormbase
NR2E1	HOXA5	Wormbase
NR2E1	HSP90AA1	Wormbase
NR2E1	JUNB	Wormbase
NR2E1	LHX5	Wormbase
NR2E1	MECOM	Wormbase
NR2E1	MEIS1	Wormbase
NR2E1	NFYC	Wormbase
NR2E1	NSD2	Wormbase
NR2E1	POU2F3	Wormbase
NR2E1	RARB	Wormbase
NR2E1	SOX4	Wormbase
NR2E1	SOX6	Wormbase
NR2E1	TBX19	Wormbase
NR2E1	TFAP2B	Wormbase
NR2E1	TLE4	Wormbase
NR2E1	VDR	Wormbase
NR2E1	ZFHX4	Wormbase
NR2E1	ZFP2	Wormbase
NR2E1	ZNF18	Wormbase
NR2E1	ZNF236	Wormbase
NR2E1	ZNF816	Wormbase
NR2E3	ANK2	Wormbase
NR2E3	CASKIN1	Wormbase
NR2E3	DBP	Wormbase
NR2E3	DDX39B	Wormbase
NR2E3	DRAP1	Wormbase
NR2E3	ESR1	Wormbase
NR2E3	EYA2	Wormbase
NR2E3	FMNL2	Wormbase
NR2E3	FOXO3	Wormbase
NR2E3	GATA4	Wormbase
NR2E3	GMEB1	Wormbase
NR2E3	HIC2	Wormbase
NR2E3	HIF1A	Wormbase
NR2E3	HNRNPCL1	Wormbase
NR2E3	ISL2	Wormbase
NR2E3	JUNB	Wormbase
NR2E3	LHX5	Wormbase
NR2E3	MEIS1	Wormbase
NR2E3	MYRF	Wormbase
NR2E3	NFYC	Wormbase
NR2E3	NKX6-2	Wormbase
NR2E3	NR4A1	Wormbase
NR2E3	NSD2	Wormbase
NR2E3	PEX5	Wormbase
NR2E3	PLSCR1	Wormbase
NR2E3	POU2F3	Wormbase
NR2E3	PRDM9	Wormbase
NR2E3	PRKN	Wormbase
NR2E3	RXRA	Wormbase
NR2E3	SALL3	Wormbase
NR2E3	SOX4	Wormbase
NR2E3	SOX6	Wormbase
NR2E3	TBX19	Wormbase
NR2E3	TRIM71	Wormbase
NR2E3	ZBTB40	Wormbase
NR2E3	ZFHX4	Wormbase
NR2E3	ZNF18	Wormbase
NR2E3	ZNF208	Wormbase
NR2E3	ZNF879	Wormbase
NR2E3	ZNF816	Wormbase
NR3C1	HNF4G	Wormbase
NR3C1	TBX19	Wormbase
NR4A1	JUNB	Wormbase
NR5A2	ASCL5	Wormbase
NR5A2	MNX1	Wormbase
NR5A2	POLE3	Wormbase
NR5A2	RXRA	Wormbase
NR5A2	SUMO1	Wormbase
NR5A2	VSX1	Wormbase
NRCAM	EFNA1	Wormbase
NRCAM	FAM151B	Wormbase
NRCAM	MAGI3	Wormbase
NSD3	CANX	Wormbase
NSFL1C	VCP	Wormbase
NTN1	DCC	Wormbase
NUDT21	CPSF7	Wormbase
NUDT21	GORASP2	Wormbase
NUDT21	KLHL8	Wormbase
NUP155	ACTN2	Wormbase
NUP155	DDX3Y	Wormbase
NUP155	DNAJA3	Wormbase
NUP155	EFTUD2	Wormbase
NUP155	GFPT2	Wormbase
NUP155	GYS1	Wormbase
NUP155	NUP35	Wormbase
NUP155	SRPK3	Wormbase
NUP155	TRIM71	Wormbase
NUP205	TPM1	Wormbase
NUP35	ACTN2	Wormbase
NUP35	COPS5	Wormbase
NUP35	DHRS4	Wormbase
NUP35	DLAT	Wormbase
NUP35	DLG3	Wormbase
NUP35	EDC4	Wormbase
NUP35	EIF2B1	Wormbase
NUP35	LMNB1	Wormbase
NUP35	PAH	Wormbase
NUP35	PLK1	Wormbase
NUP35	TMCC1	Wormbase
NUP35	TPM1	Wormbase
NUP35	USO1	Wormbase
NUP54	ACTN2	Wormbase
NUP54	CLTC	Wormbase
NUP54	COPS5	Wormbase
NUP54	DDX3Y	Wormbase
NUP54	LMNB1	Wormbase
NUP54	NUP98	Wormbase
NUP54	TNPO1	Wormbase
NUP54	USO1	Wormbase
NUP85	BMPER	Wormbase
NUP85	LMNB2	Wormbase
NUP85	SRPK3	Wormbase
NUP98	DNAJA3	Wormbase
NUP98	KIFC3	Wormbase
NUP98	LMNB1	Wormbase
NUP98	LMNB2	Wormbase
NUTF2	NCAPH2	Wormbase
NUTF2	TPM1	Wormbase
NVL	APAF1	Wormbase
NXF1	AHSA1	Wormbase
NXF1	BMPER	Wormbase
NXF1	CASQ1	Wormbase
NXF1	CAT	Wormbase
NXF1	DDX4	Wormbase
NXF1	DDX6	Wormbase
NXF1	EEF1D	Wormbase
NXF1	FBL	Wormbase
NXF1	FCGBP	Wormbase
NXF1	HNRNPR	Wormbase
NXF1	IPO5	Wormbase
NXF1	LSM14A	Wormbase
NXF1	PABPC1	Wormbase
NXF1	RAN	Wormbase
NXF1	RANBP2	Wormbase
NXF1	RANGAP1	Wormbase
NXF1	SLC4A11	Wormbase
NXF1	SSB	Wormbase
NXF1	SYNE1	Wormbase
NXF1	YBX1	Wormbase
NXNL2	KLHL8	Wormbase
ODR4	UFSP2	Wormbase
OGDH	DLST	Wormbase
ONECUT1	DMRTC2	Wormbase
ONECUT1	MEIS1	Wormbase
ONECUT1	TFAP2C	Wormbase
ONECUT1	ZBTB40	Wormbase
ONECUT1	ZNF236	Wormbase
OPRL1	PATJ	Wormbase
OSBPL8	ZMYND11	Wormbase
OSR2	DBP	Wormbase
OSR2	DMRTC2	Wormbase
OSR2	EYA2	Wormbase
OSR2	HIF1A	Wormbase
OSR2	LHX5	Wormbase
OSR2	MEIS1	Wormbase
OSR2	SOX6	Wormbase
OSR2	TBX19	Wormbase
OSR2	TFAP2B	Wormbase
OSR2	ZNF236	Wormbase
OSTF1	KLHL8	Wormbase
OTUB1	UBE2D2	Wormbase
OTX2	TBX19	Wormbase
OVOL2	D6RAR5	Wormbase
OVOL2	DBP	Wormbase
OVOL2	DR1	Wormbase
OVOL2	HIF1A	Wormbase
OVOL2	HNF4A	Wormbase
OVOL2	HNF4G	Wormbase
OVOL2	IKZF1	Wormbase
OVOL2	LHX5	Wormbase
OVOL2	MECOM	Wormbase
OVOL2	MEIS1	Wormbase
OVOL2	TBX19	Wormbase
OVOL2	ZFP36L2	Wormbase
OVOL2	ZNF236	Wormbase
OVOL2	ZNF816	Wormbase
P4HA1	P4HB	Wormbase
PABPC1	NCAPH2	Wormbase
PABPN1	PRMT1	Wormbase
PABPN1	TPM1	Wormbase
PAFAH1B1	COPS5	Wormbase
PAFAH1B1	NOTCH2	Wormbase
PAK1	ACACB	Wormbase
PAK1	ANK2	Wormbase
PAK1	ARHGEF6	Wormbase
PAK1	BCKDHA	Wormbase
PAK1	CAMTA2	Wormbase
PAK1	CDC42	Wormbase
PAK1	CMTR1	Wormbase
PAK1	COG6	Wormbase
PAK1	HACE1	Wormbase
PAK1	HIP1	Wormbase
PAK1	HSP90AA1	Wormbase
PAK1	NCK2	Wormbase
PAK1	PTPRS	Wormbase
PAK1	RAC1	Wormbase
PAK1	RHOU	Wormbase
PAK1	STK25	Wormbase
PAK1	SUCLA2	Wormbase
PAK1	TPR	Wormbase
PAK1	ZNHIT6	Wormbase
PAK3	MAP3K9	Wormbase
PARD3	SUMO1	Wormbase
PARD3	YWHAZ	Wormbase
PARD6A	CLEC10A	Wormbase
PARD6A	CLPX	Wormbase
PARD6A	COPS3	Wormbase
PARD6A	CUL2	Wormbase
PARD6A	DCTN2	Wormbase
PARD6A	ERP44	Wormbase
PARD6A	FEM1C	Wormbase
PARD6A	GTF3C1	Wormbase
PARD6A	LLGL1	Wormbase
PARD6A	LRP2	Wormbase
PARD6A	MAP2K7	Wormbase
PARD6A	PCMT1	Wormbase
PARD6A	PPM1F	Wormbase
PARD6A	ZNF324	Wormbase
PATJ	ARRB1	Wormbase
PATJ	PLEKHG6	Wormbase
PATJ	PTEN	Wormbase
PAX3	DBP	Wormbase
PAX3	DMRT2	Wormbase
PAX3	DMRTC2	Wormbase
PAX3	DRAP1	Wormbase
PAX3	DVL2	Wormbase
PAX3	EYA2	Wormbase
PAX3	FOXO3	Wormbase
PAX3	GATA4	Wormbase
PAX3	HIF1A	Wormbase
PAX3	HINFP	Wormbase
PAX3	HNF4A	Wormbase
PAX3	HNF4G	Wormbase
PAX3	HOXA5	Wormbase
PAX3	JUNB	Wormbase
PAX3	LHX5	Wormbase
PAX3	MECOM	Wormbase
PAX3	MEIS1	Wormbase
PAX3	NFYC	Wormbase
PAX3	NKX2-2	Wormbase
PAX3	POU2F3	Wormbase
PAX3	RARB	Wormbase
PAX3	RORA	Wormbase
PAX3	RXRA	Wormbase
PAX3	SOX4	Wormbase
PAX3	SOX6	Wormbase
PAX3	TBX19	Wormbase
PAX3	TFAP2B	Wormbase
PAX3	VDR	Wormbase
PAX3	ZBTB40	Wormbase
PAX3	ZFP2	Wormbase
PAX3	ZFP36L2	Wormbase
PAX3	ZNF816	Wormbase
PAX3	ZNF18	Wormbase
PAX3	ZNF236	Wormbase
PAX3	ZNF714	Wormbase
PAX5	DBP	Wormbase
PAX5	DMRTC2	Wormbase
PAX5	TBX19	Wormbase
PAX5	ZNF236	Wormbase
PAX5	ZNF714	Wormbase
PAX6	ATF2	Wormbase
PAX6	CDX2	Wormbase
PAX6	CNOT2	Wormbase
PAX6	CPSF7	Wormbase
PAX6	DBP	Wormbase
PAX6	DLX6	Wormbase
PAX6	DMRT2	Wormbase
PAX6	DMRTC2	Wormbase
PAX6	EDC4	Wormbase
PAX6	EVX1	Wormbase
PAX6	EYA2	Wormbase
PAX6	FOXG1	Wormbase
PAX6	GLI2	Wormbase
PAX6	GRM1	Wormbase
PAX6	HGS	Wormbase
PAX6	HNF4A	Wormbase
PAX6	ISL2	Wormbase
PAX6	KCTD5	Wormbase
PAX6	KLF5	Wormbase
PAX6	LHX5	Wormbase
PAX6	MAX	Wormbase
PAX6	MEIS1	Wormbase
PAX6	NDUFB10	Wormbase
PAX6	NFIL3	Wormbase
PAX6	NKX2-2	Wormbase
PAX6	NKX6-2	Wormbase
PAX6	NPAS4	Wormbase
PAX6	NR2E3	Wormbase
PAX6	ODC1	Wormbase
PAX6	PITX1	Wormbase
